gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
CTNND1,7.75e-8,catenin delta 1,++,----,--,0.9757878214863795,4.4914872480414126e-4,-,8.98e-4,3.0465798333398064,0.001687079,0.242,0.242,0.0342,0.576
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.9951114573573899,8.493209968200844e-4,-,0.0017,2.7698981435382164,0.001158159,0.457,0.457,0.0342,0.576
MANEA,1.88e-6,mannosidase endo-alpha,++,++--,-+,0.0019660724991854223,0.2426868438716116,+,0.00393,2.4053704758777252,7.71466e-4,1.06,1,0.0342,0.576
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+-,++-+,++,0.0020095711641667444,0.9493629237192458,+,0.00402,2.3958666140330536,0.011802341,1.08,1,0.0342,0.576
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,++,0.870060533143481,0.0021844528429245847,-,0.00437,2.3596273305610618,0.00653533,1.18,1,0.0342,0.576
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,0.0342,0.576
YLPM1,3.52e-10,YLP motif containing 1,+-,---+,NA,0.9861580638312575,0.0028218255524853804,-,0.00564,2.2484398425203667,0.001039362,1.52,1,0.0342,0.576
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,0.0342,0.576
KDM3A,1.76e-9,lysine demethylase 3A,+-,+---,NA,0.8716016801867932,0.005948015288857893,-,0.0119,1.9245979281683343,0.00748713,3.2,1,0.0342,0.576
SOX5,3.79e-9,SRY-box 5,++,----,Filtered_Out,0.8696823173390609,0.00624615717009608,-,0.0125,1.9033570962883548,0.040092956,3.36,1,0.0342,0.576
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,+-++,+-,0.006984367082358543,0.588609455717488,+,0.014,1.8548429475140464,0.001004996,3.76,1,0.0342,0.576
C1QTNF7,2.61e-6,C1q and TNF related 7,--,--+-,Filtered_Out,0.9876603975462941,0.007355836993361064,-,0.0147,1.8323379077052955,0.035265047,3.96,1,0.0342,0.576
BEND4,1.3e-7,BEN domain containing 4,++,-+--,NA,0.7507486787925555,0.007658006510965799,-,0.0153,1.814854273079728,0.003839183,4.12,1,0.0342,0.576
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.007986944599506898,0.6215114939374484,+,0.016,1.7965893323252193,0.001833984,4.3,1,0.0342,0.576
