gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
CTNND1,7.75e-8,catenin delta 1,--,--+-,--,0.9848714089067296,3.044005831432327e-4,-,6.09e-4,3.2155245242544166,0.001687079,0.164,0.164,-0.0421,0.492
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,6.442441338073816e-4,0.9591467955917288,+,0.00129,2.8899195315821222,0.001833984,0.347,0.347,-0.0421,0.492
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.9998506207341455,6.667789246859532e-4,-,0.00133,2.8749881399905552,0.00918046,0.359,0.359,-0.0421,0.492
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,+-,----,++,0.841961924920317,0.00411764044406541,-,0.00824,2.08432158336917,0.007577574,2.22,1,-0.0421,0.492
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+-,++++,++,0.005085616452825756,0.8890806676469253,+,0.0102,1.9926264008955517,0.011802341,2.74,1,-0.0421,0.492
SLC4A9,2.66e-6,solute carrier family 4 member 9,--,---+,Filtered_Out,0.9938081242590002,0.0058871974506464735,-,0.0118,1.9290614024820318,0.020928616,3.17,1,-0.0421,0.492
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9984695165504481,0.008075922153903965,-,0.0162,1.791777880331491,0.04883371533595394,4.34,1,-0.0421,0.492
SOX5,3.79e-9,SRY-box 5,+-,----,Filtered_Out,0.9830677099524349,0.009506628246704691,-,0.019,1.7209434930242962,0.040092956,5.11,1,-0.0421,0.492
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,++,+-++,NA,0.012225062155440232,0.9928641771766537,+,0.0245,1.611718928467061,0.046225293,6.58,1,-0.0421,0.492
ACVR1B,5.28e-7,activin A receptor type 1B,++,-+-+,++,0.014198465004946696,0.9959639441398439,+,0.0284,1.5467286089610817,0.016928378850805628,7.64,1,-0.0421,0.492
ADCK3,1.43e-8,coenzyme Q8A,++,++--,+-,0.01537140639921417,0.8541980789207522,+,0.0307,1.512256399459879,0.010694757,8.27,1,-0.0421,0.492
ZNF536,1.62e-6,zinc finger protein 536,--,-+-+,-+,0.6432233179330115,0.01556185327346768,-,0.0311,1.5069086881275622,0.012601684717793113,8.37,1,-0.0421,0.492
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,++,NA,Filtered_Out,0.016804803053684415,0.9831951969463155,+,0.0336,1.4735365772775797,0.03360960610736883,9.04,1,-0.0421,0.492
C3orf84,2.53e-7,chromosome 3 open reading frame 84,++,NA,NA,0.018326179304374246,0.9816738206956257,+,0.0367,1.4358980729244772,0.03665235860874849,9.86,1,-0.0421,0.492
TRAF3,3.17e-7,TNF receptor associated factor 3,++,----,+-,0.7977946751644748,0.018978037356787943,-,0.038,1.4207187071609595,0.011555865,10.2,1,-0.0421,0.492
PLA2R1,3.98e-7,phospholipase A2 receptor 1,--,--+-,Filtered_Out,0.9117327307462826,0.019492221495072928,-,0.039,1.4091086666000123,0.001639741,10.5,1,-0.0421,0.492
HS6ST3,1.66e-8,heparan sulfate 6-O-sulfotransferase 3,++,-++-,--,0.15458424062073947,0.021055770116189393,-,0.0421,1.3755988739397442,4.72472e-4,11.3,1,-0.0421,0.492
HARS,2.1e-7,histidyl-tRNA synthetase,++,+-++,+-,0.022014631269201685,0.6787188549881089,+,0.044,1.3562585886305087,0.0069317185113633535,11.8,1,-0.0421,0.492
CCS,2.3e-6,copper chaperone for superoxide dismutase,+-,--++,++,0.02223744487528238,0.8689868523804927,+,0.0445,1.3518851198214563,0.014563279,12,1,-0.0421,0.492
MYRF,1.68e-8,myelin regulatory factor,--,-+-+,-+,0.12339721865641753,0.023464332791159295,-,0.0469,1.3285617947854809,0.006945037,12.6,1,-0.0421,0.492
FAM120A,3.67e-8,family with sequence similarity 120A,--,--+-,+-,0.6846203399002859,0.023599799376495638,-,0.0472,1.3260616933172356,0.037996298,12.7,1,-0.0421,0.492
PRSS16,6.41e-9,serine protease 16,++,Missing_P_Values,Filtered_Out,0.024250990784289425,0.9757490092157105,+,0.0485,1.3142405177540393,0.04850198156857885,13,1,-0.0421,0.492
STAU1,1.34e-6,staufen double-stranded RNA binding protein 1,++,++++,+-,0.025920084609608166,0.7866965781519809,+,0.0518,1.2853335894898563,0.004673783,13.9,1,-0.0421,0.492
BEND4,1.3e-7,BEN domain containing 4,-+,-+--,NA,0.601651535929258,0.026590325612975266,-,0.0532,1.2742463488001434,0.003839183,14.3,1,-0.0421,0.492
PCDH9,3.53e-10,protocadherin 9,--,-+--,-+,0.6566108481557096,0.027379625297647838,-,0.0548,1.261542504010561,0.05541714,14.7,1,-0.0421,0.492
ZNF638,1.83e-7,zinc finger protein 638,--,+-+-,NA,0.9565581043968683,0.02977288421136394,-,0.0595,1.2251490959101154,0.038453569404910896,16,1,-0.0421,0.492
SGIP1,1.68e-9,SH3 domain GRB2 like endophilin interacting protein 1,--,----,--,0.9922007330374183,0.030339020092074724,-,0.0607,1.2169684547632662,0.037415407,16.3,1,-0.0421,0.492
HLA-B,4.33e-11,"major histocompatibility complex, class I, B",++,++++,++,0.03115170561739048,0.9967618776452277,+,0.0623,1.205488174209464,0.141990918,16.8,1,-0.0421,0.492
SEMA6D,4.1e-9,semaphorin 6D,-+,----,+-,0.3104728443940985,0.031764801685627064,-,0.0635,1.1970238560485476,0.017508427,17.1,1,-0.0421,0.492
BAG5,9.18e-7,BCL2 associated athanogene 5,-+,-+--,--,0.9101603702414491,0.032309684371741795,-,0.0646,1.1896372888525872,0.018796161,17.4,1,-0.0421,0.492
SERPING1,2.45e-6,serpin family G member 1,++,-+++,--,0.033427062647458476,0.5404396819203703,+,0.0669,1.1748717890371265,0.004084704530120423,18,1,-0.0421,0.492
ZMAT2,2.44e-6,zinc finger matrin-type 2,++,++++,--,0.03344948503775746,0.6837666066067619,+,0.0669,1.174580568240603,0.048300204,18,1,-0.0421,0.492
OLFM4,1.7e-12,olfactomedin 4,++,+++-,Filtered_Out,0.03489678243026349,0.9932000732368752,+,0.0698,1.1561846185573643,0.04493066573233237,18.8,1,-0.0421,0.492
KDM3A,1.76e-9,lysine demethylase 3A,-+,+---,NA,0.8025168679965604,0.03493124252378015,-,0.0699,1.1557559703266593,0.00748713,18.8,1,-0.0421,0.492
DENND1A,1.54e-14,DENN domain containing 1A,++,--++,--,0.3762963226064969,0.03505737198021703,-,0.0701,1.1541906475488122,0.007451938,18.9,1,-0.0421,0.492
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.03655056808190001,0.5663868335048412,+,0.0731,1.1360758730307259,0.00745309,19.7,1,-0.0421,0.492
POGZ,3.16e-7,pogo transposable element derived with ZNF domain,--,--+-,-+,0.9721325207030456,0.03969193145145849,-,0.0794,1.1002677716848077,0.045154207,21.4,1,-0.0421,0.492
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,--,+---,Filtered_Out,0.9682200604615719,0.0424450943319936,-,0.0849,1.071142501220333,0.037615917,22.8,1,-0.0421,0.492
EXT1,1.2e-6,exostosin glycosyltransferase 1,-+,--+-,++,0.16919025320133468,0.042618064841144034,-,0.0852,1.0693762785236063,0.012901779,22.9,1,-0.0421,0.492
C16orf45,1.86e-9,BMERB Domain Containing 1,++,-+++,-+,0.04787364478373725,0.9400410657866382,+,0.0957,1.018873511276315,0.010117937,25.8,1,-0.0421,0.492
ZNF184,3.34e-8,zinc finger protein 184,++,--+-,+-,0.8655018816574513,0.04815941146058499,-,0.0963,1.0162888334156135,0.031178017,25.9,1,-0.0421,0.492
RANGAP1,3.07e-8,Ran GTPase activating protein 1,++,++++,+-,0.04894697156254297,0.9793953497075832,+,0.0979,1.0092441779489252,0.05282612,26.3,1,-0.0421,0.492
RFTN2,5.41e-7,raftlin family member 2,--,++--,-+,0.8332823971653245,0.04935928565613564,-,0.0987,1.0056011385183574,0.03639445856167979,26.6,1,-0.0421,0.492
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,++,--++,++,0.05045600882883615,0.8941450366254629,+,0.101,0.996057110357524,0.00588712,27.1,1,-0.0421,0.492
CAMKK2,1.88e-6,calcium/calmodulin dependent protein kinase kinase 2,++,-+++,+-,0.05102442962107013,0.584908039283179,+,0.102,0.9911918457015876,0.013698221,27.5,1,-0.0421,0.492
ZHX3,2.34e-7,zinc fingers and homeoboxes 3,++,----,-+,0.8537247550773618,0.05464449014276162,-,0.109,0.9614236261789322,0.017922949,29.4,1,-0.0421,0.492
ZNF501,5.35e-7,zinc finger protein 501,--,--+-,Filtered_Out,0.9903468430401,0.055765655207834615,-,0.112,0.9526031951101382,0.07360906815696355,30,1,-0.0421,0.492
ASXL3,2.06e-6,ASXL transcriptional regulator 3,--,--+-,+-,0.2323454208122384,0.05666559426252924,-,0.113,0.9456505566822246,0.002256491,30.5,1,-0.0421,0.492
ATP1A3,2.03e-6,ATPase Na+/K+ transporting subunit alpha 3,++,-+++,++,0.05763420230104121,0.9709426721094709,+,0.115,0.9382897177475977,0.054018165,31,1,-0.0421,0.492
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,+-++,++,0.06066949903837473,0.9263331489821445,+,0.121,0.9159995954438536,0.138466948,32.6,1,-0.0421,0.492
MGAT4C,1.22e-6,MGAT4 family member C,-+,+---,--,0.9049916380255373,0.06087985179920657,-,0.122,0.9144964177821939,0.008288091,32.8,1,-0.0421,0.492
SCYL1,6.11e-8,SCY1 like pseudokinase 1,++,++++,--,0.06144514028122126,0.7575299547947457,+,0.123,0.9104824642658496,0.0466446950638083,33.1,1,-0.0421,0.492
SOX6,4.17e-7,SRY-box 6,--,+-+-,Filtered_Out,0.9473243051726048,0.0614745538083672,-,0.123,0.9102746190890254,0.068401631,33.1,1,-0.0421,0.492
PLCL1,7.79e-7,phospholipase C like 1 (inactive),--,++--,--,0.5141050743853981,0.0685210216195521,-,0.137,0.8631461748465958,0.019769308,36.9,1,-0.0421,0.492
MANEA,1.88e-6,mannosidase endo-alpha,--,++--,-+,0.13649121198864061,0.07270252621714063,-,0.145,0.8374205026502544,7.71466e-4,39.1,1,-0.0421,0.492
PQLC2L,7.05e-9,PQ loop repeat containing 2 like,++,----,Filtered_Out,0.6804258802559999,0.07421120147794859,-,0.148,0.828500541470731,0.016788057,39.9,1,-0.0421,0.492
ZNF35,4.66e-7,zinc finger protein 35,--,--+-,--,0.9719180861409178,0.07773233438458416,-,0.155,0.8083682941100055,0.170828674,41.8,1,-0.0421,0.492
PAX6,1.67e-9,paired box 6,++,+---,--,0.6516424486179336,0.07910745188383309,-,0.158,0.8007526085805143,0.052480524,42.6,1,-0.0421,0.492
HIST1H3J,1.09e-14,histone cluster 1 H3 family member j,--,NA,Filtered_Out,0.9205823462842238,0.07941765371577626,-,0.159,0.7990529520456181,0.15883530743155252,42.7,1,-0.0421,0.492
HSPA1A,8.13e-8,heat shock protein family A (Hsp70) member 1A,--,----,--,0.9763311654660332,0.07992995461590464,-,0.16,0.7962604379577566,0.074291107,43,1,-0.0421,0.492
ASCC3,8.91e-8,activating signal cointegrator 1 complex subunit 3,+-,+---,-+,0.6857422196101257,0.08089827612289663,-,0.162,0.7910307370907452,0.043448221,43.5,1,-0.0421,0.492
BCHE,2.39e-7,butyrylcholinesterase,--,++--,-+,0.5351617390012177,0.08190007692195442,-,0.164,0.7856856946785961,0.02442773794076012,44.1,1,-0.0421,0.492
PROX2,7.55e-10,prospero homeobox 2,--,Missing_P_Values,NA,0.9178062429517316,0.08219375704826838,-,0.164,0.7841311719839441,0.16438751409653676,44.2,1,-0.0421,0.492
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,----,-+,0.7351937189192057,0.08257075013618892,-,0.165,0.7821437742571505,0.016135211,44.4,1,-0.0421,0.492
TCF4,4.55e-16,transcription factor 4,+-,----,++,0.19919328104697967,0.08451470086420176,-,0.169,0.7720377456952583,0.002236053,45.5,1,-0.0421,0.492
CKB,1.76e-8,creatine kinase B,++,+-++,--,0.0872109984958671,0.4893447924665486,+,0.174,0.7583987454945601,0.05672512,46.9,1,-0.0421,0.492
BTN3A3,6.6e-8,butyrophilin subfamily 3 member A3,++,++++,++,0.08845925756381154,0.9727535265729294,+,0.177,0.7522267143091363,0.053471551,47.6,1,-0.0421,0.492
