gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ANKS1B,1.5e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--+-,++,0.0013901497722995171,0.6322706498982383,+,0.00278,2.555908411435043,0.008015543,0.748,0.748,-0.00225,0.971
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,--++,-+,0.0016840137847542506,0.313655259941204,+,0.00337,2.4726243621734554,4.9052e-5,0.906,0.906,-0.00225,0.971
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,--,0.9945281747337531,0.0023392728025295297,-,0.00468,2.329889132794215,0.007577574,1.26,1,-0.00225,0.971
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,-0.00225,0.971
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,-0.00225,0.971
TRAF3,3.17e-7,TNF receptor associated factor 3,-+,---+,--,0.9959677434036689,0.0033726256208678057,-,0.00675,2.17100186943651,0.01238427,1.81,1,-0.00225,0.971
ASXL3,2.06e-6,ASXL transcriptional regulator 3,++,--++,++,0.004520469505280208,0.8121394587137716,+,0.00904,2.0437864604619973,0.008650411,2.43,1,-0.00225,0.971
CKB,1.76e-8,creatine kinase B,--,+-++,+-,0.006597556663874349,0.660108777970447,+,0.0132,1.8795868754397973,1.82118e-5,3.55,1,-0.00225,0.971
KLC1,2.46e-10,kinesin light chain 1,--,++-+,++,0.007528193718806243,0.886300100529841,+,0.0151,1.8222792183155783,0.003812079,4.05,1,-0.00225,0.971
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,----,--,0.5572566134845175,0.0077930717708607575,-,0.0156,1.8072613284118293,0.014756273,4.19,1,-0.00225,0.971
