gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,6.442441338073816e-4,0.9591467955917288,+,0.00129,2.8899195315821222,0.001833984,0.347,0.347,-0.0142,0.817
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,+-,0.9585025722286877,9.709135540261624e-4,-,0.00194,2.7117894404225606,0.00918046,0.522,0.522,-0.0142,0.817
TRAF3,3.17e-7,TNF receptor associated factor 3,++,----,--,0.9845663677017265,0.0010570286821168788,-,0.00211,2.674883232434376,0.011555865,0.569,0.569,-0.0142,0.817
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,+-,----,--,0.9883449663797489,0.0017579475999634948,-,0.00352,2.4539640786414214,0.007577574,0.946,0.946,-0.0142,0.817
KLC1,2.46e-10,kinesin light chain 1,++,+---,++,0.0022386790302790904,0.8753662452225617,+,0.00448,2.3489781730933217,0.003812079,1.2,1,-0.0142,0.817
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,----,--,0.8713495101970163,0.0022436377148170737,-,0.00449,2.3480172725888075,0.014756273,1.21,1,-0.0142,0.817
SGIP1,1.68e-9,SH3 domain GRB2 like endophilin interacting protein 1,--,----,-+,0.6541402327626376,0.005749227037197049,-,0.0115,1.9393605450455909,0.009448596,3.09,1,-0.0142,0.817
SLC4A9,2.66e-6,solute carrier family 4 member 9,--,---+,Filtered_Out,0.9938081242590002,0.0058871974506464735,-,0.0118,1.9290614024820318,0.020928616,3.17,1,-0.0142,0.817
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.007545186835581746,0.46326005094484324,+,0.0151,1.821300005995445,6.1161e-4,4.06,1,-0.0142,0.817
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9984695165504481,0.008075922153903965,-,0.0162,1.791777880331491,0.04883371533595394,4.34,1,-0.0142,0.817
PPID,2.41e-6,peptidylprolyl isomerase D,-+,++++,-+,0.008247804322289474,0.7446094494192496,+,0.0165,1.7826316554987247,0.003648034,4.44,1,-0.0142,0.817
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,++,--++,+-,0.00829169810659382,0.5927782434970386,+,0.0166,1.7803265229049348,0.0024309930000000002,4.46,1,-0.0142,0.817
SOX5,3.79e-9,SRY-box 5,+-,----,Filtered_Out,0.9830677099524349,0.009506628246704691,-,0.019,1.7209434930242962,0.040092956,5.11,1,-0.0142,0.817
SERPING1,2.45e-6,serpin family G member 1,++,-+++,++,0.010732425030839217,0.9907209980033548,+,0.0215,1.6682721408492578,0.004084704530120423,5.77,1,-0.0142,0.817
ACVR1B,5.28e-7,activin A receptor type 1B,++,-+-+,+-,0.011580356624944384,0.5993203649222126,+,0.0232,1.6352480703452397,0.016928378850805628,6.23,1,-0.0142,0.817
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,++,+-++,NA,0.012225062155440232,0.9928641771766537,+,0.0245,1.611718928467061,0.046225293,6.58,1,-0.0142,0.817
HARS,2.1e-7,histidyl-tRNA synthetase,++,+-++,+-,0.01300534849625179,0.18737991164633455,+,0.026,1.5848480101285192,0.005687828,7,1,-0.0142,0.817
RFTN2,5.41e-7,raftlin family member 2,--,++--,-+,0.5533156053331109,0.013124566585581372,-,0.0262,1.5808850337893248,0.03639445856167979,7.06,1,-0.0142,0.817
MR1,6.25e-8,"major histocompatibility complex, class I-related",++,++--,++,0.015296872630580544,0.7842154879319443,+,0.0306,1.5143673537871012,0.043640075,8.23,1,-0.0142,0.817
RTN1,1.71e-8,reticulon 1,++,++-+,-+,0.015767198437142277,0.51058411776571,+,0.0315,1.5012154708915262,0.006195693,8.48,1,-0.0142,0.817
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,++,NA,Filtered_Out,0.016804803053684415,0.9831951969463155,+,0.0336,1.4735365772775797,0.03360960610736883,9.04,1,-0.0142,0.817
AREL1,3.04e-8,apoptosis resistant E3 ubiquitin protein ligase 1,++,----,+-,0.5343381792251951,0.017848429467899246,-,0.0357,1.4473699969652791,0.023507959,9.6,1,-0.0142,0.817
C3orf84,2.53e-7,chromosome 3 open reading frame 84,++,NA,NA,0.018326179304374246,0.9816738206956257,+,0.0367,1.4358980729244772,0.03665235860874849,9.86,1,-0.0142,0.817
PLA2R1,3.98e-7,phospholipase A2 receptor 1,--,--+-,Filtered_Out,0.9117327307462826,0.019492221495072928,-,0.039,1.4091086666000123,0.001639741,10.5,1,-0.0142,0.817
ZMAT2,2.44e-6,zinc finger matrin-type 2,++,++++,-+,0.021211818368362848,0.7184191983047876,+,0.0424,1.3723921046315017,0.048300204,11.4,1,-0.0142,0.817
ANKS1B,1.5e-6,ankyrin repeat and sterile alpha motif domain containing 1B,-+,--+-,++,0.021360365414140374,0.38466512610575604,+,0.0427,1.3693613263920776,0.008015543,11.5,1,-0.0142,0.817
SEMA6D,4.1e-9,semaphorin 6D,-+,----,+-,0.8757690024150258,0.022447647464580067,-,0.0449,1.3477991710985346,0.039832495,12.1,1,-0.0142,0.817
PRSS16,6.41e-9,serine protease 16,++,Missing_P_Values,Filtered_Out,0.024250990784289425,0.9757490092157105,+,0.0485,1.3142405177540393,0.04850198156857885,13,1,-0.0142,0.817
CAMKK2,1.88e-6,calcium/calmodulin dependent protein kinase kinase 2,++,-+++,--,0.41130478031828493,0.025337054580858755,-,0.0507,1.2952138773572233,0.002338858,13.6,1,-0.0142,0.817
TCF4,4.55e-16,transcription factor 4,+-,----,++,0.025481917945730563,0.08578991119409636,+,0.051,1.2927378914301757,0.002236053,13.7,1,-0.0142,0.817
BEND4,1.3e-7,BEN domain containing 4,-+,-+--,NA,0.601651535929258,0.026590325612975266,-,0.0532,1.2742463488001434,0.003839183,14.3,1,-0.0142,0.817
CHD6,1.38e-10,chromodomain helicase DNA binding protein 6,--,++++,++,0.027507028099408925,0.6471832300169797,+,0.055,1.2595263332392637,0.039984082,14.8,1,-0.0142,0.817
ZNF638,1.83e-7,zinc finger protein 638,--,+-+-,NA,0.9565581043968683,0.02977288421136394,-,0.0595,1.2251490959101154,0.038453569404910896,16,1,-0.0142,0.817
INPP4B,3.71e-7,inositol polyphosphate-4-phosphatase type II B,-+,--+-,--,0.9771852953161151,0.03053929036694071,-,0.0611,1.214111063079351,0.074851432,16.4,1,-0.0142,0.817
C16orf45,1.86e-9,BMERB Domain Containing 1,++,-+++,++,0.030642807158147673,0.9903635206947782,+,0.0613,1.2126414562524157,0.010117937,16.5,1,-0.0142,0.817
ZDHHC5,3.47e-8,zinc finger DHHC-type containing 5,++,----,--,0.7933989382776078,0.03096723857299089,-,0.0619,1.2080675243903307,0.064776592,16.7,1,-0.0142,0.817
TMEM258,5.55e-7,transmembrane protein 258,--,+-++,--,0.801269968014725,0.03236641766650455,-,0.0647,1.1888753702335373,0.023539607,17.4,1,-0.0142,0.817
