gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,--,0.9949181040820427,5.300809261452153e-4,-,0.00106,2.9746278270081303,0.00653533,0.285,0.285,0.045,0.463
ANKS1B,1.5e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--++,++,0.0012425395617612239,0.8020869369944164,+,0.00249,2.6046597790183212,0.008015543,0.668,0.668,0.045,0.463
PCNP,2.33e-7,PEST proteolytic signal containing nuclear protein,++,++-+,-+,0.0027299491718105764,0.5544107288145742,+,0.00546,2.2628154432321455,0.013082865,1.47,1,0.045,0.463
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,0.045,0.463
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,0.045,0.463
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,-+++,-+,0.003068159694479836,0.36911239034289023,+,0.00614,2.212092043900523,0.001004996,1.65,1,0.045,0.463
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,+-,0.9244929969415581,0.0035083352096440183,-,0.00702,2.1538689222806617,0.001158159,1.89,1,0.045,0.463
KLC1,2.46e-10,kinesin light chain 1,--,++--,++,0.004291309504348052,0.8649880537265822,+,0.00858,2.066380165826864,0.003812079,2.31,1,0.045,0.463
TRAF3,3.17e-7,TNF receptor associated factor 3,-+,---+,--,0.996386482895129,0.006384979331685254,-,0.0128,1.893810508554842,0.01238427,3.44,1,0.045,0.463
ASXL3,2.06e-6,ASXL transcriptional regulator 3,++,--++,++,0.006995081340164405,0.47190948172759556,+,0.014,1.8541772354182267,0.008215908,3.76,1,0.045,0.463
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,++++,Filtered_Out,0.007647666012040493,0.6598742793066489,+,0.0153,1.815441091110741,0.00799503,4.11,1,0.045,0.463
TCF4,4.55e-16,transcription factor 4,++,-+--,++,0.008028584050843316,0.749887232488242,+,0.0161,1.7943310459973882,0.01977294,4.32,1,0.045,0.463
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9990151699338994,0.008087389811420157,-,0.0162,1.7911616277681577,0.06263463126664132,4.35,1,0.045,0.463
RTN1,1.71e-8,reticulon 1,++,++-+,-+,0.008122348564982527,0.512480593184108,+,0.0162,1.789288381334147,0.006195693,4.37,1,0.045,0.463
RANGAP1,3.07e-8,Ran GTPase activating protein 1,--,+-+-,--,0.9724482137069197,0.008194443259875084,-,0.0164,1.7854505519057229,0.00819691,4.41,1,0.045,0.463
