gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.9998645198601942,1.6482051320791964e-4,-,3.3e-4,3.481958742250412,0.001158159,0.0887,0.0887,0.0174,0.777
CTNND1,7.75e-8,catenin delta 1,--,--+-,--,0.9756475421087125,8.31328588600853e-4,-,0.00166,2.7791972886024294,0.001687079,0.447,0.447,0.0174,0.777
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,+-,----,++,0.8420080460341641,0.001854139524526084,-,0.00371,2.4308275925146896,0.00653533,0.998,0.998,0.0174,0.777
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,++++,Filtered_Out,0.0028661640546430445,0.9699661412627207,+,0.00573,2.241668959242207,0.00799503,1.54,1,0.0174,0.777
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+-,+++-,++,0.004922292487808925,0.8819248174591537,+,0.00984,2.006802587966521,0.011802341,2.65,1,0.0174,0.777
SLC4A9,2.66e-6,solute carrier family 4 member 9,--,-+--,Filtered_Out,0.9870592354475811,0.004955881010671887,-,0.00991,2.0038491337968374,0.020928616,2.67,1,0.0174,0.777
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.999297758966531,0.006504525315158159,-,0.013,1.8857543960640173,0.04883371533595394,3.5,1,0.0174,0.777
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,++,-+++,+-,0.0068987224619429,0.6929864449782985,+,0.0138,1.860201330859381,0.001004996,3.71,1,0.0174,0.777
MYRF,1.68e-8,myelin regulatory factor,--,-+--,-+,0.47039306201237474,0.008838025002939039,-,0.0177,1.7526147784807449,0.006945037,4.75,1,0.0174,0.777
YLPM1,3.52e-10,YLP motif containing 1,--,--+-,NA,0.8928346085468386,0.011903507318852712,-,0.0238,1.6232950610276613,0.001039362,6.4,1,0.0174,0.777
