gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.9997632440583742,5.4990079252662444e-5,-,1.1e-4,3.958685658740898,0.001158159,0.0296,0.0296,-0.0343,0.575
CTNND1,7.75e-8,catenin delta 1,--,----,--,0.9885793285833587,3.6820580901007527e-4,-,7.36e-4,3.132879368453954,0.001687079,0.198,0.198,-0.0343,0.575
ZNF638,1.83e-7,zinc finger protein 638,--,+---,NA,0.9811985829644209,0.00230329320321477,-,0.00461,2.336620778298361,0.011210283,1.24,1,-0.0343,0.575
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+-,++-+,++,0.0023928829235244204,0.8869074261464978,+,0.00479,2.3200485539094373,0.011802341,1.29,1,-0.0343,0.575
YLPM1,3.52e-10,YLP motif containing 1,--,---+,NA,0.9891809587087516,0.002393933075299093,-,0.00479,2.319857999215741,0.001039362,1.29,1,-0.0343,0.575
SOX5,3.79e-9,SRY-box 5,+-,----,Filtered_Out,0.9832833137072738,0.0026607206818958823,-,0.00532,2.273970718915919,0.040092956,1.43,1,-0.0343,0.575
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.002995630395479547,0.9449998132424133,+,0.00599,2.222481775784463,0.001833984,1.61,1,-0.0343,0.575
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,+-,----,++,0.8419898002150904,0.003179361522554176,-,0.00636,2.1966300903490716,0.00653533,1.71,1,-0.0343,0.575
POGZ,3.16e-7,pogo transposable element derived with ZNF domain,--,----,-+,0.9817106441787589,0.004072695461233406,-,0.00815,2.0890880677218195,0.032245022,2.19,1,-0.0343,0.575
C16orf45,1.86e-9,BMERB Domain Containing 1,++,-+++,-+,0.00457485150972252,0.948552589133036,+,0.00915,2.038593002011081,0.010117937,2.46,1,-0.0343,0.575
MANEA,1.88e-6,mannosidase endo-alpha,--,++--,-+,0.0047392442228427764,0.10221280052682866,+,0.00948,2.023260914986678,7.71466e-4,2.55,1,-0.0343,0.575
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,++,+-++,+-,0.00489316708805633,0.7160001100936099,+,0.00979,2.0093799583733647,0.001004996,2.63,1,-0.0343,0.575
ASXL3,2.06e-6,ASXL transcriptional regulator 3,--,--+-,+-,0.5997160359855835,0.005026756713154893,-,0.0101,1.9976821377455305,0.002256491,2.7,1,-0.0343,0.575
CKB,1.76e-8,creatine kinase B,++,+-++,--,0.005885543517149548,0.5016796405436884,+,0.0118,1.9291834291532786,0.004117161,3.17,1,-0.0343,0.575
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9989844180075194,0.008662093448477935,-,0.0173,1.7613471396571119,0.04883371533595394,4.66,1,-0.0343,0.575
BEND4,1.3e-7,BEN domain containing 4,-+,-+--,NA,0.6047201902207919,0.009085824566311799,-,0.0182,1.74060565735359,0.003839183,4.89,1,-0.0343,0.575
KDM3A,1.76e-9,lysine demethylase 3A,-+,+---,NA,0.6791988324900043,0.01342533468305567,-,0.0269,1.5710448832089317,0.00748713,7.22,1,-0.0343,0.575
HLA-B,4.33e-11,"major histocompatibility complex, class I, B",++,++++,++,0.013554166592280467,0.9968732587845853,+,0.0271,1.5668971851492093,0.141990918,7.29,1,-0.0343,0.575
CDH13,1.59e-11,cadherin 13,-+,-+--,+-,0.8808256989672147,0.013694474745336516,-,0.0274,1.562424624889273,0.00394136,7.37,1,-0.0343,0.575
MYRF,1.68e-8,myelin regulatory factor,--,++-+,-+,0.10618890609862087,0.015133485767754869,-,0.0303,1.5190310316769005,0.006945037,8.14,1,-0.0343,0.575
BAG5,9.18e-7,BCL2 associated athanogene 5,-+,++--,--,0.9063010066939999,0.015231842084776319,-,0.0305,1.5162175757946847,0.018796161,8.19,1,-0.0343,0.575
