gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,+-,0.9770786950158235,8.212365306188387e-4,-,0.00164,2.784501744722074,0.00653533,0.442,0.442,9.53e-5,0.999
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,9.53e-5,0.999
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.9943431793864993,0.0028568673845117552,-,0.00571,2.2430799233902716,0.001158159,1.54,1,9.53e-5,0.999
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,9.53e-5,0.999
HS6ST3,1.66e-8,heparan sulfate 6-O-sulfotransferase 3,++,-+++,+-,0.006802876205161253,0.828192602710039,+,0.0136,1.8662774363453958,0.001631929,3.66,1,9.53e-5,0.999
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,++++,Filtered_Out,0.007647666012040493,0.6598742793066489,+,0.0153,1.815441091110741,0.00799503,4.11,1,9.53e-5,0.999
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9990151699338994,0.008087389811420157,-,0.0162,1.7911616277681577,0.06263463126664132,4.35,1,9.53e-5,0.999
METTL9,1.74e-10,methyltransferase like 9,++,+++-,++,0.0082223052214073,0.9985840053688572,+,0.0164,1.7839764100828088,0.023636704,4.42,1,9.53e-5,0.999
CELF2,7.52e-8,CUGBP Elav-like family member 2,++,----,--,0.579463472705223,0.008837503176886885,-,0.0177,1.7526404214117763,0.016642978,4.75,1,9.53e-5,0.999
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,-+++,-+,0.009553392925051906,0.7757060558313906,+,0.0191,1.7188123639635993,0.001004996,5.14,1,9.53e-5,0.999
MYRF,1.68e-8,myelin regulatory factor,+-,-+--,--,0.9907403763607414,0.010738978349788045,-,0.0215,1.6680070375119909,0.025741386,5.78,1,9.53e-5,0.999
SLC4A9,2.66e-6,solute carrier family 4 member 9,--,-+--,Filtered_Out,0.9776817312085465,0.01163987040888322,-,0.0233,1.633021859161343,0.020928616,6.26,1,9.53e-5,0.999
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,-+,--++,++,0.013235631644771102,0.7954185303544521,+,0.0265,1.577225332344831,0.026963109,7.12,1,9.53e-5,0.999
CDH13,1.59e-11,cadherin 13,++,--+-,+-,0.4608385378743109,0.01370249576486696,-,0.0274,1.56217032782241,0.00394136,7.37,1,9.53e-5,0.999
YLPM1,3.52e-10,YLP motif containing 1,+-,--+-,NA,0.8859147079892773,0.01396119643046812,-,0.0279,1.5540473667877395,0.001039362,7.51,1,9.53e-5,0.999
VRK2,9.97e-9,VRK serine/threonine kinase 2,--,++--,-+,0.6939024593346346,0.014859255261630575,-,0.0297,1.5269729609861182,0.026045818596663467,7.99,1,9.53e-5,0.999
PAX6,1.67e-9,paired box 6,++,+---,--,0.8870086647618554,0.01521611613145322,-,0.0304,1.5166661901358949,0.002175936,8.19,1,9.53e-5,0.999
CDH9,9.7e-7,cadherin 9,++,+-++,++,0.01582753569270817,0.998254688827528,+,0.0317,1.4995567027630299,0.028128689,8.52,1,9.53e-5,0.999
VPS41,1.94e-6,VPS41 subunit of HOPS complex,++,++--,++,0.01627260696925452,0.8454136334134635,+,0.0325,1.4875128692439736,0.009832116,8.75,1,9.53e-5,0.999
BAZ2B,1.32e-7,bromodomain adjacent to zinc finger domain 2B,--,+-+-,--,0.9561422941831311,0.017135574034713264,-,0.0343,1.465071346639137,0.013601592,9.22,1,9.53e-5,0.999
