gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,+-,0.9562007790871919,8.114445438295354e-5,-,1.62e-4,3.789711159941843,0.001158159,0.0437,0.0437,-0.00929,0.879
KLC1,2.46e-10,kinesin light chain 1,++,+---,++,0.0012204550334582564,0.9781676700770165,+,0.00244,2.6124482214682714,0.003812079,0.657,0.657,-0.00929,0.879
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,+-,----,--,0.9883528380914077,0.0013503939468622306,-,0.0027,2.5685095217740948,0.00653533,0.727,0.727,-0.00929,0.879
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,++,+-++,-+,0.0014971327025417162,0.49525989589588487,+,0.00299,2.5237097073815167,0.001004996,0.805,0.805,-0.00929,0.879
RTN1,1.71e-8,reticulon 1,++,++++,-+,0.0015128487063557833,0.5451140284179706,+,0.00303,2.519174506108081,0.006195693,0.814,0.814,-0.00929,0.879
ZNF638,1.83e-7,zinc finger protein 638,--,+---,NA,0.9811985829644209,0.00230329320321477,-,0.00461,2.336620778298361,0.011210283,1.24,1,-0.00929,0.879
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,++,--++,+-,0.0023525246065989915,0.6745377327728406,+,0.00471,2.327435829641922,0.0024309930000000002,1.27,1,-0.00929,0.879
YLPM1,3.52e-10,YLP motif containing 1,--,---+,NA,0.9891809587087516,0.002393933075299093,-,0.00479,2.319857999215741,0.001039362,1.29,1,-0.00929,0.879
SOX5,3.79e-9,SRY-box 5,+-,----,Filtered_Out,0.9832833137072738,0.0026607206818958823,-,0.00532,2.273970718915919,0.040092956,1.43,1,-0.00929,0.879
C16orf45,1.86e-9,BMERB Domain Containing 1,++,-+++,++,0.00280540483279702,0.9933336576102136,+,0.00561,2.25097446353398,0.010117937,1.51,1,-0.00929,0.879
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.002995630395479547,0.9449998132424133,+,0.00599,2.222481775784463,0.001833984,1.61,1,-0.00929,0.879
MANEA,1.88e-6,mannosidase endo-alpha,--,++--,-+,0.003050054522124824,0.1326244339770406,+,0.0061,2.214662401564212,7.71466e-4,1.64,1,-0.00929,0.879
CKB,1.76e-8,creatine kinase B,++,+-++,+-,0.0031796520398103597,0.974545827578222,+,0.00636,2.1965904080807106,0.004117161,1.71,1,-0.00929,0.879
TRAF3,3.17e-7,TNF receptor associated factor 3,++,--+-,--,0.9789367393281254,0.0033777977584085314,-,0.00676,2.170336361184085,0.011555865,1.82,1,-0.00929,0.879
CTTNBP2,1.26e-7,cortactin binding protein 2,--,----,--,0.9999297228700988,0.003502306513664744,-,0.007,2.1546158524892185,0.040096248,1.88,1,-0.00929,0.879
ASXL3,2.06e-6,ASXL transcriptional regulator 3,--,--+-,++,0.16912508117607591,0.006355746559490379,-,0.0127,1.8958034332974218,0.002256491,3.42,1,-0.00929,0.879
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,+---,--,0.5794752678338955,0.007089987819599721,-,0.0142,1.848324515258054,0.014756273,3.81,1,-0.00929,0.879
SGIP1,1.68e-9,SH3 domain GRB2 like endophilin interacting protein 1,--,----,-+,0.6541998501610694,0.00717795163863327,-,0.0144,1.8429694763830249,0.009448596,3.86,1,-0.00929,0.879
POGZ,3.16e-7,pogo transposable element derived with ZNF domain,--,----,+-,0.6337431244040769,0.007356620186332397,-,0.0147,1.8322916698292042,0.032245022,3.96,1,-0.00929,0.879
MARK3,2.68e-7,microtubule affinity regulating kinase 3,++,----,+-,0.3242521570476835,0.008207113599749249,-,0.0164,1.7847795595319025,0.034033973,4.42,1,-0.00929,0.879
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9989844180075194,0.008662093448477935,-,0.0173,1.7613471396571119,0.04883371533595394,4.66,1,-0.00929,0.879
BEND4,1.3e-7,BEN domain containing 4,-+,-+--,NA,0.6047201902207919,0.009085824566311799,-,0.0182,1.74060565735359,0.003839183,4.89,1,-0.00929,0.879
PCNP,2.33e-7,PEST proteolytic signal containing nuclear protein,-+,++++,-+,0.009596551005153166,0.390606491330265,+,0.0192,1.7168548284387786,0.013082865,5.16,1,-0.00929,0.879
SERPING1,2.45e-6,serpin family G member 1,++,-+++,++,0.011388399668493936,0.9241873568446481,+,0.0228,1.6425073043107201,0.004084704530120423,6.13,1,-0.00929,0.879
ACVR1B,5.28e-7,activin A receptor type 1B,++,-+-+,+-,0.012668110891245928,0.5699305301998842,+,0.0253,1.596258147990627,0.016928378850805628,6.82,1,-0.00929,0.879
KDM3A,1.76e-9,lysine demethylase 3A,-+,+---,NA,0.6791988324900043,0.01342533468305567,-,0.0269,1.5710448832089317,0.00748713,7.22,1,-0.00929,0.879
RFTN2,5.41e-7,raftlin family member 2,--,++--,-+,0.53022678700847,0.01385620741292173,-,0.0277,1.5573256286802712,0.03639445856167979,7.45,1,-0.00929,0.879
PPID,2.41e-6,peptidylprolyl isomerase D,-+,++-+,-+,0.013885657344144802,0.6585484384783843,+,0.0278,1.556403560352199,0.003648034,7.47,1,-0.00929,0.879
HARS,2.1e-7,histidyl-tRNA synthetase,++,--++,+-,0.013889914141659434,0.1719702310335034,+,0.0278,1.556270443113794,0.005687828,7.47,1,-0.00929,0.879
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,++,--++,NA,0.015468464065448337,0.8973730063394132,+,0.0309,1.5095228115814718,0.046225293,8.32,1,-0.00929,0.879
