gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.999456238877007,6.520516517180715e-5,-,1.3e-4,3.884688004972737,0.001158159,0.0351,0.0351,-0.043,0.482
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,++,--++,++,6.385734993024202e-4,0.956010744054561,+,0.00128,2.893759112909817,0.00588712,0.344,0.344,-0.043,0.482
CKB,1.76e-8,creatine kinase B,++,+-++,++,0.0016245089404212495,0.99909536670875565,+,0.00325,2.4882478985257896,0.004117161,0.874,0.874,-0.043,0.482
POGZ,3.16e-7,pogo transposable element derived with ZNF domain,--,----,-+,0.985763077992467,0.0017360734113054767,-,0.00347,2.4594019186045393,0.023772846,0.934,0.934,-0.043,0.482
HARS,2.1e-7,histidyl-tRNA synthetase,++,--++,++,0.0018310692413428965,0.9860702533991255,+,0.00366,2.4362652370061593,0.0069317185113633535,0.985,0.985,-0.043,0.482
CELF2,7.52e-8,CUGBP Elav-like family member 2,++,----,--,0.9468192193381544,0.00186725264340673,-,0.00373,2.427766921408736,0.016642978,1,1,-0.043,0.482
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,+-,----,+-,0.9634020875618325,0.002076141258080859,-,0.00415,2.3817131052954434,0.00653533,1.12,1,-0.043,0.482
BAZ2B,1.32e-7,bromodomain adjacent to zinc finger domain 2B,--,----,--,0.9997880187451672,0.0021619997963416176,-,0.00432,2.364114355628864,0.013601592,1.16,1,-0.043,0.482
ZNF638,1.83e-7,zinc finger protein 638,--,+---,NA,0.9811985829644209,0.00230329320321477,-,0.00461,2.336620778298361,0.011210283,1.24,1,-0.043,0.482
YLPM1,3.52e-10,YLP motif containing 1,--,---+,NA,0.9891809587087516,0.002393933075299093,-,0.00479,2.319857999215741,0.001039362,1.29,1,-0.043,0.482
SOX5,3.79e-9,SRY-box 5,+-,----,Filtered_Out,0.9832833137072738,0.0026607206818958823,-,0.00532,2.273970718915919,0.040092956,1.43,1,-0.043,0.482
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.002995630395479547,0.9449998132424133,+,0.00599,2.222481775784463,0.001833984,1.61,1,-0.043,0.482
HS6ST3,1.66e-8,heparan sulfate 6-O-sulfotransferase 3,++,+++-,+-,0.0032186468076335277,0.8566341363253788,+,0.00644,2.191296681552692,0.001631929,1.73,1,-0.043,0.482
ASXL3,2.06e-6,ASXL transcriptional regulator 3,--,--+-,+-,0.8011575857835347,0.0033281589550327767,-,0.00666,2.176765944035529,0.002256491,1.79,1,-0.043,0.482
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,++,+-++,-+,0.004762441234924828,0.906261856848674,+,0.00952,2.021140374498607,0.001004996,2.56,1,-0.043,0.482
PAX6,1.67e-9,paired box 6,++,----,--,0.6779080750598989,0.004904639380046547,-,0.00981,2.0083629235096288,0.002175936,2.64,1,-0.043,0.482
RTN1,1.71e-8,reticulon 1,++,++++,++,0.005212821899721275,0.9996290720751912,+,0.0104,1.9818971171779598,0.063983887,2.8,1,-0.043,0.482
TCF4,4.55e-16,transcription factor 4,+-,+---,--,0.9782325362917782,0.005469435727024948,-,0.0109,1.9610274811616695,0.002236053,2.94,1,-0.043,0.482
C16orf45,1.86e-9,BMERB Domain Containing 1,++,-+++,--,0.005740632416621639,0.3639327085534232,+,0.0115,1.9400102652621214,0.010117937,3.09,1,-0.043,0.482
MANEA,1.88e-6,mannosidase endo-alpha,--,++--,--,0.005972338265087743,0.01621715600352404,+,0.0119,1.9228256067397203,7.71466e-4,3.21,1,-0.043,0.482
CTTNBP2,1.26e-7,cortactin binding protein 2,--,----,-+,0.7913288656322206,0.006338762127097311,-,0.0127,1.8969655499023286,0.040096248,3.41,1,-0.043,0.482
MYRF,1.68e-8,myelin regulatory factor,--,++-+,--,0.4789510417879022,0.00668952989676068,-,0.0134,1.8735744053150307,0.015939285,3.6,1,-0.043,0.482
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9989844180075194,0.008662093448477935,-,0.0173,1.7613471396571119,0.04883371533595394,4.66,1,-0.043,0.482
SCYL1,6.11e-8,SCY1 like pseudokinase 1,++,++++,+-,0.008680875135420164,0.923335711534922,+,0.0174,1.7604064949054208,0.025889139,4.67,1,-0.043,0.482
USP3,2.49e-6,ubiquitin specific peptidase 3,--,+---,--,0.9616936580133049,0.008912654405776472,-,0.0178,1.7489629375494962,0.020889981,4.8,1,-0.043,0.482
BEND4,1.3e-7,BEN domain containing 4,-+,-+--,NA,0.6047201902207919,0.009085824566311799,-,0.0182,1.74060565735359,0.003839183,4.89,1,-0.043,0.482
MGAT4C,1.22e-6,MGAT4 family member C,-+,+---,--,0.9468212209137844,0.00979265893701907,-,0.0196,1.7080693753634781,0.008288091,5.27,1,-0.043,0.482
CDH13,1.59e-11,cadherin 13,-+,-+--,+-,0.582969906527958,0.010033487882588088,-,0.0201,1.697518073823474,0.00394136,5.4,1,-0.043,0.482
METTL9,1.74e-10,methyltransferase like 9,++,++--,++,0.01238102241090837,0.9923922968486669,+,0.0248,1.606213494621096,0.023636704,6.66,1,-0.043,0.482
CRB1,2.5e-7,crumbs cell polarity complex component 1,+-,+---,+-,0.8494508308947557,0.01267907336444805,-,0.0254,1.5958824895452146,9.89607e-4,6.82,1,-0.043,0.482
KDM3A,1.76e-9,lysine demethylase 3A,-+,+---,NA,0.6791988324900043,0.01342533468305567,-,0.0269,1.5710448832089317,0.00748713,7.22,1,-0.043,0.482
ZFHX4,5.27e-9,zinc finger homeobox 4,--,----,-+,0.6937109996881687,0.013940688057210809,-,0.0279,1.5546857949875508,0.025295412,7.5,1,-0.043,0.482
SERPING1,2.45e-6,serpin family G member 1,++,-+++,++,0.014336543409241186,0.9138409048680883,+,0.0287,1.5425255503018578,0.004084704530120423,7.71,1,-0.043,0.482
EXT1,1.2e-6,exostosin glycosyltransferase 1,-+,--+-,+-,0.602461076751023,0.014453046546603437,-,0.0289,1.53901060299283,0.010276231,7.78,1,-0.043,0.482
MARK3,2.68e-7,microtubule affinity regulating kinase 3,++,----,--,0.7957921523794365,0.01445675953297924,-,0.0289,1.538899047107687,0.034033973,7.78,1,-0.043,0.482
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,++,--++,NA,0.015468464065448337,0.8973730063394132,+,0.0309,1.5095228115814718,0.046225293,8.32,1,-0.043,0.482
OR2B2,2.79e-12,olfactory receptor family 2 subfamily B member 2,++,NA,Filtered_Out,0.016804803053684415,0.9831951969463155,+,0.0336,1.4735365772775797,0.03360960610736883,9.04,1,-0.043,0.482
ACVR1B,5.28e-7,activin A receptor type 1B,++,-+-+,+-,0.017226221442483463,0.7392469989508956,+,0.0345,1.4627799785793751,0.016928378850805628,9.27,1,-0.043,0.482
LTBP3,8.14e-7,latent transforming growth factor beta binding protein 3,--,--++,--,0.76021765971844,0.017348121716802493,-,0.0347,1.4597175437789258,0.027174725,9.33,1,-0.043,0.482
TOP1,1.66e-6,DNA topoisomerase I,--,----,--,0.9428928483348633,0.017592188347907156,-,0.0352,1.4536501382550633,0.047453352,9.46,1,-0.043,0.482
OLFM4,1.7e-12,olfactomedin 4,++,+++-,Filtered_Out,0.017862465368959864,0.9929537611884317,+,0.0357,1.4470286045291105,0.04493066573233237,9.61,1,-0.043,0.482
C3orf84,2.53e-7,chromosome 3 open reading frame 84,++,NA,NA,0.018326179304374246,0.9816738206956257,+,0.0367,1.4358980729244772,0.03665235860874849,9.86,1,-0.043,0.482
PLA2R1,3.98e-7,phospholipase A2 receptor 1,--,--+-,Filtered_Out,0.9549324561096839,0.01933895119372844,-,0.0387,1.4125370869741125,0.001639741,10.4,1,-0.043,0.482
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,--,+---,Filtered_Out,0.9637961675488014,0.020702098240009632,-,0.0414,1.3829556391749116,0.037615917,11.1,1,-0.043,0.482
ZHX3,2.34e-7,zinc fingers and homeoboxes 3,++,----,--,0.9569438564172117,0.02194878184580433,-,0.0439,1.357559582369531,0.017922949,11.8,1,-0.043,0.482
MED19,1.75e-7,mediator complex subunit 19,++,+-++,+-,0.023241745634239336,0.7239717172448762,+,0.0465,1.3327012605296642,0.010293157,12.5,1,-0.043,0.482
PRSS16,6.41e-9,serine protease 16,++,Missing_P_Values,Filtered_Out,0.024250990784289425,0.9757490092157105,+,0.0485,1.3142405177540393,0.04850198156857885,13,1,-0.043,0.482
PTPRS,2.3e-6,protein tyrosine phosphatase receptor type S,--,-+++,--,0.9276318446775286,0.027248454364655388,-,0.0545,1.263628131849562,0.066284551,14.7,1,-0.043,0.482
VPS41,1.94e-6,VPS41 subunit of HOPS complex,-+,++--,++,0.028404963669633215,0.7121515379605412,+,0.0568,1.2455757661914233,0.009832116,15.3,1,-0.043,0.482
LST1,5.42e-9,leukocyte specific transcript 1,--,-+++,-+,0.17516861560055283,0.03149696360101271,-,0.063,1.2007013157808892,0.003058614,16.9,1,-0.043,0.482
HSPA1A,8.13e-8,heat shock protein family A (Hsp70) member 1A,--,----,-+,0.9841118170892789,0.033038044121885664,-,0.0661,1.1799556755004832,0.052021844,17.8,1,-0.043,0.482
ZNF536,1.62e-6,zinc finger protein 536,--,++-+,-+,0.2779064275805516,0.03481197728646315,-,0.0696,1.157241312846839,0.012601684717793113,18.7,1,-0.043,0.482
TMX2,1.49e-7,thioredoxin related transmembrane protein 2,++,++-+,NA,0.03573161257774939,0.9832776643432235,+,0.0715,1.1459173878588842,0.049967831,19.2,1,-0.043,0.482
TRAF3,3.17e-7,TNF receptor associated factor 3,++,--+-,--,0.9758012069252316,0.035852917063379126,-,0.0717,1.1444455078471167,0.011555865,19.3,1,-0.043,0.482
ZNF501,5.35e-7,zinc finger protein 501,--,----,Filtered_Out,0.9979733381919776,0.03616539787740932,-,0.0723,1.1406767569404113,0.07360906815696355,19.5,1,-0.043,0.482
KIAA1143,5e-7,KIAA1143,--,+++-,-+,0.036818183898695685,0.34404944348505695,+,0.0736,1.1329076417385573,0.007041498,19.8,1,-0.043,0.482
RFTN2,5.41e-7,raftlin family member 2,--,++--,-+,0.5837563085084402,0.03727270250968079,-,0.0745,1.1275791213087478,0.03639445856167979,20.1,1,-0.043,0.482
FADS1,1.25e-7,fatty acid desaturase 1,+-,+---,--,0.9794374543305329,0.03808601217074376,-,0.0762,1.1182045024786231,0.089751692,20.5,1,-0.043,0.482
PPP6C,1.1e-6,protein phosphatase 6 catalytic subunit,++,++--,--,0.6981845665796595,0.04361654904370995,-,0.0872,1.059318703262126,0.005052903,23.5,1,-0.043,0.482
TMEM42,4.87e-7,transmembrane protein 42,++,++++,NA,0.044146050632661984,0.8660949045121609,+,0.0883,1.0540781472754597,0.024523215,23.8,1,-0.043,0.482
SOX6,4.17e-7,SRY-box 6,--,+---,Filtered_Out,0.9861322543017493,0.0444109751954651,-,0.0888,1.0514796946309468,0.068401631,23.9,1,-0.043,0.482
RHOBTB1,1.57e-6,Rho related BTB domain containing 1,-+,++--,--,0.8158339760676195,0.04614651559494949,-,0.0923,1.0348310901986995,0.003864981,24.8,1,-0.043,0.482
C11orf31,5.11e-7,selenoprotein H,++,-++-,--,0.803494473929341,0.047618315158445806,-,0.0952,1.021195979296864,0.023441292,25.6,1,-0.043,0.482
INPP4B,3.71e-7,inositol polyphosphate-4-phosphatase type II B,-+,+-+-,+-,0.6545505932100216,0.048271946126095894,-,0.0965,1.0152751961991793,0.030551685,26,1,-0.043,0.482
