gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,+-++,-+,1.3153114069789863e-5,0.38439833390636075,+,2.63e-5,4.5799414178055535,4.9052e-5,0.00708,0.00708,0.00634,0.918
CKB,1.76e-8,creatine kinase B,--,+-++,+-,1.9771757278966038e-4,0.6897723082020066,+,3.95e-4,3.4029247339782285,1.82118e-5,0.106,0.106,0.00634,0.918
ANKS1B,1.5e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--+-,++,0.0016436003073968218,0.718682845345429,+,0.00329,2.4831737905215983,0.008015543,0.884,0.884,0.00634,0.918
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,--,0.9945820520282722,0.0018074105534148805,-,0.00361,2.441913190551775,0.00653533,0.972,0.972,0.00634,0.918
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,-+,--++,+-,0.002710470428547335,0.4980722827168732,+,0.00542,2.265925330881653,0.0024309930000000002,1.46,1,0.00634,0.918
ZNF638,1.83e-7,zinc finger protein 638,+-,++--,NA,0.8490911905020867,0.0027686174549081755,-,0.00554,2.256707051732256,0.001959458,1.49,1,0.00634,0.918
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,0.00634,0.918
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,0.00634,0.918
BAD,1.35e-6,BCL2 associated agonist of cell death,--,++++,--,0.003317098372243416,0.1840787246955172,+,0.00663,2.1782116531394218,0.001132037,1.78,1,0.00634,0.918
YLPM1,3.52e-10,YLP motif containing 1,+-,----,NA,0.990838001462875,0.0033793151255686995,-,0.00676,2.170141312142557,0.001039362,1.82,1,0.00634,0.918
KLC1,2.46e-10,kinesin light chain 1,--,++-+,++,0.003413652239211685,0.9403737631286713,+,0.00683,2.1657507284138173,0.003812079,1.84,1,0.00634,0.918
RTN1,1.71e-8,reticulon 1,++,+-++,-+,0.004323589422499073,0.5294515160013561,+,0.00865,2.0631255586498445,0.006195693,2.33,1,0.00634,0.918
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,+-,0.9239027740419984,0.006388757720396686,-,0.0128,1.8935535855558752,0.001158159,3.44,1,0.00634,0.918
C16orf45,1.86e-9,BMERB Domain Containing 1,--,--++,++,0.006759508158805164,0.7991718824066282,+,0.0135,1.8690549077565008,9.58753e-4,3.64,1,0.00634,0.918
C11orf31,5.11e-7,selenoprotein H,--,-+++,--,0.006842534566565364,0.3913639393415853,+,0.0137,1.8637530043144088,0.002668892,3.68,1,0.00634,0.918
PCNP,2.33e-7,PEST proteolytic signal containing nuclear protein,++,+-+-,-+,0.007167653716398869,0.4254565571288429,+,0.0143,1.8435929888049807,0.013082865,3.86,1,0.00634,0.918
TCF4,4.55e-16,transcription factor 4,++,+--+,++,0.008162790891950517,0.49183093471341477,+,0.0163,1.7871313331134833,0.01977294,4.39,1,0.00634,0.918
TRAF3,3.17e-7,TNF receptor associated factor 3,-+,--++,--,0.9880813429117095,0.008638776244140627,-,0.0173,1.7625177789935595,0.01238427,4.65,1,0.00634,0.918
RANGAP1,3.07e-8,Ran GTPase activating protein 1,--,-+-+,--,0.635861449575344,0.00989623716077338,-,0.0198,1.7034999098348982,0.00819691,5.32,1,0.00634,0.918
METTL9,1.74e-10,methyltransferase like 9,++,++-+,++,0.011337659823815405,0.9975594716919041,+,0.0227,1.6444465820970293,0.019618914,6.1,1,0.00634,0.918
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,++,++-+,-+,0.014704920975946214,0.5600223540833184,+,0.0294,1.5315073093795484,0.009869007,7.91,1,0.00634,0.918
TMEM42,4.87e-7,transmembrane protein 42,--,++++,NA,0.01478599980052956,0.898713978973932,+,0.0296,1.5291193083333672,0.024523215,7.95,1,0.00634,0.918
KDM3A,1.76e-9,lysine demethylase 3A,+-,++--,NA,0.6727766848136282,0.015017700800660271,-,0.03,1.5223665567557005,0.005746965,8.08,1,0.00634,0.918
CAMKK2,1.88e-6,calcium/calmodulin dependent protein kinase kinase 2,+-,+-++,--,0.42998989746307203,0.015455195153694186,-,0.0309,1.509895511039095,0.002338858,8.31,1,0.00634,0.918
PCDH9,3.53e-10,protocadherin 9,++,++--,++,0.015595325928986789,0.5864467015545413,+,0.0312,1.5059755487644133,0.004988764,8.39,1,0.00634,0.918
TMEM106B,1.22e-12,transmembrane protein 106B,++,++--,-+,0.016540367578013058,0.023546621889419618,+,0.0331,1.4804248476485773,2.16239e-4,8.9,1,0.00634,0.918
SLC30A9,2.62e-7,solute carrier family 30 member 9,++,++-+,-+,0.01730931494350466,0.9726935940951273,+,0.0346,1.4606901243371755,0.02130154,9.31,1,0.00634,0.918
MYBPC3,1.39e-6,"myosin binding protein C, cardiac",+-,NA,--,0.9459420720747834,0.019122592382364592,-,0.0382,1.4174232366345243,0.043225843,10.3,1,0.00634,0.918
MANEA,1.88e-6,mannosidase endo-alpha,++,++--,-+,0.01944279025214118,0.048297422772254246,+,0.0389,1.4102114132853072,0.001451269,10.5,1,0.00634,0.918
KIAA1143,5e-7,KIAA1143,+-,++++,++,0.01996256189414052,0.8837713231664266,+,0.0399,1.398753728652622,0.007041498,10.7,1,0.00634,0.918
MR1,6.25e-8,"major histocompatibility complex, class I-related",++,++--,++,0.020819481416811173,0.828179276825978,+,0.0416,1.3805000966745762,0.043640075,11.2,1,0.00634,0.918
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,+---,--,0.32547510491657544,0.02131575070825331,-,0.0426,1.3702693718937662,0.014756273,11.5,1,0.00634,0.918
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,-+--,NA,0.9929458586409008,0.02173067144322964,-,0.0435,1.3618968587985387,0.06263463126664132,11.7,1,0.00634,0.918
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,--,-+--,-+,0.6695315414534233,0.023094645841649265,-,0.0462,1.335458697645065,0.008905346,12.4,1,0.00634,0.918
DRD2,5.35e-14,dopamine receptor D2,-+,-+--,NA,0.9076218402151084,0.023306316201564297,-,0.0466,1.3314963700159093,0.01596144,12.5,1,0.00634,0.918
MARK3,2.68e-7,microtubule affinity regulating kinase 3,+-,-+--,+-,0.5477774721368824,0.024119451814724878,-,0.0482,1.3166025713714493,0.034033973,13,1,0.00634,0.918
RHOA,7.1e-7,ras homolog family member A,+-,+++-,-+,0.024787655374388175,0.47077648521728294,+,0.0496,1.3047345548623297,0.005285861,13.3,1,0.00634,0.918
