gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
TRAF3,3.17e-7,TNF receptor associated factor 3,-+,----,--,0.9984923499490952,5.609549109795439e-4,-,0.00112,2.9500420498530215,0.011555865,0.302,0.302,-0.0266,0.664
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,--,0.9949101288471185,0.0012018816480174955,-,0.0024,2.6191083005158524,0.007577574,0.647,0.647,-0.0266,0.664
ANKS1B,1.5e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--+-,++,0.0014222352174226341,0.5535416848128442,+,0.00284,2.545998575888224,0.008015543,0.765,0.765,-0.0266,0.664
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.0017563012698463443,0.6420554749273012,+,0.00351,2.4543709890021064,0.001833984,0.945,0.945,-0.0266,0.664
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,----,--,0.5549445317433027,0.0027755053098471733,-,0.00555,2.2556279418141956,0.014756273,1.49,1,-0.0266,0.664
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,-0.0266,0.664
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,-0.0266,0.664
TCF4,4.55e-16,transcription factor 4,++,----,++,0.00853217989869758,0.14401780733897146,+,0.0171,1.7679100004808042,0.002236053,4.59,1,-0.0266,0.664
ZDHHC5,3.47e-8,zinc finger DHHC-type containing 5,+-,----,--,0.998897966192404,0.00905707455342623,-,0.0181,1.741982061677905,0.064776592,4.87,1,-0.0266,0.664
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,----,NA,0.9980689378197747,0.010031238017400594,-,0.0201,1.697615469027866,0.06263463126664132,5.4,1,-0.0266,0.664
MR1,6.25e-8,"major histocompatibility complex, class I-related",++,++--,++,0.011557189937228091,0.7942041691543845,+,0.0231,1.6361177535654812,0.043640075,6.22,1,-0.0266,0.664
AREL1,3.04e-8,apoptosis resistant E3 ubiquitin protein ligase 1,++,----,+-,0.8277030256500818,0.012536839962245605,-,0.0251,1.6007819223793467,0.023507959,6.74,1,-0.0266,0.664
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,+-,0.9239115617866669,0.013003586604374489,-,0.026,1.5849068499017152,0.00918046,7,1,-0.0266,0.664
PPID,2.41e-6,peptidylprolyl isomerase D,+-,++++,-+,0.013068476381498481,0.6983780557952178,+,0.0261,1.582745047029315,0.003648034,7.03,1,-0.0266,0.664
SLC4A9,2.66e-6,solute carrier family 4 member 9,--,---+,Filtered_Out,0.9866241773142373,0.01378430078875041,-,0.0276,1.5595852630047775,0.020928616,7.42,1,-0.0266,0.664
ASXL3,2.06e-6,ASXL transcriptional regulator 3,++,--+-,++,0.014041867694384605,0.20877040364833271,+,0.0281,1.5515451276377463,0.002256491,7.55,1,-0.0266,0.664
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,-+,--++,+-,0.014470580647495302,0.4290997390225991,+,0.0289,1.538484046337663,0.0024309930000000002,7.79,1,-0.0266,0.664
SGIP1,1.68e-9,SH3 domain GRB2 like endophilin interacting protein 1,++,----,-+,0.39032135590953604,0.014852932339023765,-,0.0297,1.5271578016633514,0.009448596,7.99,1,-0.0266,0.664
KDM3A,1.76e-9,lysine demethylase 3A,+-,+---,NA,0.9668272034173951,0.015795698651957502,-,0.0316,1.5004311645994672,0.00748713,8.5,1,-0.0266,0.664
CAMKK2,1.88e-6,calcium/calmodulin dependent protein kinase kinase 2,+-,-+++,--,0.7765845610522186,0.01594930390184887,-,0.0319,1.4962282710608696,0.002338858,8.58,1,-0.0266,0.664
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.016013350172891305,0.3028696060575711,+,0.032,1.4944878036226943,6.1161e-4,8.62,1,-0.0266,0.664
CHD6,1.38e-10,chromodomain helicase DNA binding protein 6,++,++++,++,0.016460568027256657,0.9757449550359949,+,0.0329,1.482525186409547,0.039984082,8.86,1,-0.0266,0.664
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,+-++,++,0.018334782251340893,0.9754990936321362,+,0.0367,1.435694247803381,0.069532303,9.86,1,-0.0266,0.664
RANGAP1,3.07e-8,Ran GTPase activating protein 1,--,++++,--,0.3509800465484987,0.018603778046996963,-,0.0372,1.4293688548306331,0.00819691,10,1,-0.0266,0.664
KLC1,2.46e-10,kinesin light chain 1,--,+---,++,0.019068605976050586,0.6726066561725388,+,0.0381,1.4186510595353226,0.003812079,10.3,1,-0.0266,0.664
MYBPC3,1.39e-6,"myosin binding protein C, cardiac",+-,NA,--,0.9459420720747834,0.019122592382364592,-,0.0382,1.4174232366345243,0.043225843,10.3,1,-0.0266,0.664
RTN1,1.71e-8,reticulon 1,++,++-+,-+,0.019701022637397234,0.5028586113537311,+,0.0394,1.404481234303786,0.006195693,10.6,1,-0.0266,0.664
FADS2,1.94e-8,fatty acid desaturase 2,+-,+---,--,0.9929741063910973,0.019754815080663846,-,0.0395,1.4032970356095265,0.085617322,10.6,1,-0.0266,0.664
PCNP,2.33e-7,PEST proteolytic signal containing nuclear protein,++,++-+,-+,0.020293851994893815,0.5401660288694641,+,0.0406,1.3916055156393266,0.013082865,10.9,1,-0.0266,0.664
SOX5,3.79e-9,SRY-box 5,++,----,Filtered_Out,0.8692338026758801,0.021822625155479645,-,0.0436,1.3600630114309675,0.040092956,11.7,1,-0.0266,0.664
PCDH9,3.53e-10,protocadherin 9,++,-+--,++,0.021845131871496514,0.2840958035099464,+,0.0437,1.35961533359712,0.004988764,11.8,1,-0.0266,0.664
BEND4,1.3e-7,BEN domain containing 4,++,-+--,NA,0.7475104928913866,0.022518004184020404,-,0.045,1.346440108843991,0.003839183,12.1,1,-0.0266,0.664
PLA2R1,3.98e-7,phospholipase A2 receptor 1,-+,--+-,Filtered_Out,0.8766349159719689,0.026026336691820993,-,0.0521,1.2835569605636605,0.001639741,14,1,-0.0266,0.664
SEMA6D,4.1e-9,semaphorin 6D,+-,----,+-,0.8469778576439403,0.026451257152743574,-,0.0529,1.2765236866973309,0.039832495,14.2,1,-0.0266,0.664
CACNA2D1,2.52e-6,calcium voltage-gated channel auxiliary subunit alpha2delta 1,++,+++-,-+,0.027980088639726657,0.46405485953831144,+,0.056,1.252120918351647,0.031564513,15.1,1,-0.0266,0.664
