gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,-+,--++,+-,5.763228432819819e-4,0.45648307129808324,+,0.00115,2.938304170604566,0.0024309930000000002,0.31,0.31,-0.0304,0.62
TRAF3,3.17e-7,TNF receptor associated factor 3,-+,--+-,--,0.9965238267619231,8.528531074444765e-4,-,0.00171,2.768095768150755,0.011555865,0.459,0.459,-0.0304,0.62
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,--++,-+,0.0011739627690192747,0.3496169033902148,+,0.00235,2.629315680393654,4.9052e-5,0.632,0.632,-0.0304,0.62
KDM3A,1.76e-9,lysine demethylase 3A,+-,+---,NA,0.9552479384003654,0.0013492930382075505,-,0.0027,2.568863724748702,0.005746965,0.726,0.726,-0.0304,0.62
ANKS1B,1.5e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,----,++,0.0017168478925274077,0.4640462011976058,+,0.00343,2.4642381846336048,0.008015543,0.924,0.924,-0.0304,0.62
CKB,1.76e-8,creatine kinase B,--,--++,+-,0.0021450183758557734,0.6422571175103747,+,0.00429,2.3675389873031176,1.82118e-5,1.15,1,-0.0304,0.62
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,-0.0304,0.62
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,-0.0304,0.62
ZDHHC21,7.5e-9,zinc finger DHHC-type containing 21,++,----,--,0.5546190682065008,0.0033960184964225734,-,0.00679,2.167999957371765,0.014756273,1.83,1,-0.0304,0.62
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,--,0.9944763921892943,0.003925874777103711,-,0.00785,2.10503356146128,0.012800616,2.11,1,-0.0304,0.62
C16orf45,1.86e-9,BMERB Domain Containing 1,--,-+++,++,0.004435742179916389,0.8277118657474963,+,0.00887,2.0520037087645777,9.58753e-4,2.39,1,-0.0304,0.62
INPP4B,3.71e-7,inositol polyphosphate-4-phosphatase type II B,++,----,--,0.9563739943304803,0.005156350005739196,-,0.0103,1.986627615359446,0.05572147,2.77,1,-0.0304,0.62
ZNF638,1.83e-7,zinc finger protein 638,+-,+---,NA,0.9571879976948937,0.00562518548559669,-,0.0113,1.9488331568338668,0.001959458,3.03,1,-0.0304,0.62
MGAT4C,1.22e-6,MGAT4 family member C,++,----,++,0.3683324611269864,0.005964195338962953,-,0.0119,1.9234181453356711,0.002131326,3.21,1,-0.0304,0.62
TCF4,4.55e-16,transcription factor 4,++,--+-,++,0.00860852301969793,0.061677817160120704,+,0.0172,1.764041359202785,0.002236053,4.63,1,-0.0304,0.62
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,--++,Filtered_Out,0.008651665642718322,0.6047224993280206,+,0.0173,1.7618702772407526,0.001833984,4.65,1,-0.0304,0.62
MARK3,2.68e-7,microtubule affinity regulating kinase 3,+-,+---,+-,0.5527339331380885,0.010345113637315365,-,0.0207,1.6842347387409409,0.048320037,5.57,1,-0.0304,0.62
RTN1,1.71e-8,reticulon 1,++,-+++,-+,0.011563468816657922,0.5240378399862838,+,0.0231,1.6358818707746856,0.006195693,6.22,1,-0.0304,0.62
HIST1H2BF,3.58e-8,histone cluster 1 H2B family member f,-+,++++,Filtered_Out,0.011792870383988371,0.9570215885542704,+,0.0236,1.6273504791217965,0.01036763,6.34,1,-0.0304,0.62
C11orf31,5.11e-7,selenoprotein H,--,+++-,--,0.012095768709514154,0.388626141862142,+,0.0242,1.6163365305061097,0.002668892,6.51,1,-0.0304,0.62
TMEM106B,1.22e-12,transmembrane protein 106B,++,++--,-+,0.058834684816810034,0.012610929109294304,-,0.0252,1.5982229199695144,2.16239e-4,6.78,1,-0.0304,0.62
SEMA6D,4.1e-9,semaphorin 6D,+-,+---,+-,0.8386684983128797,0.012926842872558979,-,0.0259,1.587477534401302,0.00427009,6.95,1,-0.0304,0.62
MANEA,1.88e-6,mannosidase endo-alpha,++,++--,-+,0.013483934935967608,0.04678898194480788,+,0.027,1.569153356083229,7.71466e-4,7.25,1,-0.0304,0.62
SCYL1,6.11e-8,SCY1 like pseudokinase 1,+-,++++,+-,0.01367649896909245,0.515849365608254,+,0.0274,1.5629950672589576,0.001734011,7.36,1,-0.0304,0.62
PPID,2.41e-6,peptidylprolyl isomerase D,+-,++++,-+,0.01524125472657676,0.7016922430313755,+,0.0305,1.51594928284439,0.003648034,8.2,1,-0.0304,0.62
CAMKK2,1.88e-6,calcium/calmodulin dependent protein kinase kinase 2,+-,-+++,--,0.442847041854419,0.015550020117356326,-,0.0311,1.5072390491177805,0.002338858,8.37,1,-0.0304,0.62
BTN2A1,6.69e-12,butyrophilin subfamily 2 member A1,--,+---,-+,0.6753804310512449,0.015570881106845288,-,0.0311,1.5066568157233309,0.008905346,8.38,1,-0.0304,0.62
KLC1,2.46e-10,kinesin light chain 1,--,+-+-,++,0.016612531171924273,0.8630523728770635,+,0.0332,1.4785341954698352,0.003812079,8.94,1,-0.0304,0.62
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,-+,--++,NA,0.01702378173546197,0.6914680139456623,+,0.034,1.4679139618420776,0.00242952,9.16,1,-0.0304,0.62
RANGAP1,3.07e-8,Ran GTPase activating protein 1,--,++++,--,0.08070445128678025,0.018908156412069332,-,0.0378,1.4223208181190599,0.00819691,10.2,1,-0.0304,0.62
MYBPC3,1.39e-6,"myosin binding protein C, cardiac",+-,NA,--,0.9459420720747834,0.019122592382364592,-,0.0382,1.4174232366345243,0.043225843,10.3,1,-0.0304,0.62
PCDH9,3.53e-10,protocadherin 9,++,++--,++,0.019801299802551863,0.6328725386837603,+,0.0396,1.4022763050569123,0.004988764,10.7,1,-0.0304,0.62
LST1,5.42e-9,leukocyte specific transcript 1,--,++++,-+,0.021217999395786155,0.3519592642954906,+,0.0424,1.3722655716288692,0.012599797,11.4,1,-0.0304,0.62
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,+-,0.9232432173235554,0.022391814625565384,-,0.0448,1.3488807142435473,0.00918046,12,1,-0.0304,0.62
USP3,2.49e-6,ubiquitin specific peptidase 3,+-,+---,+-,0.7341910898362247,0.022775733689961872,-,0.0456,1.3414976282466549,0.012310163,12.3,1,-0.0304,0.62
MR1,6.25e-8,"major histocompatibility complex, class I-related",++,++--,++,0.02282065451184303,0.6633603134987918,+,0.0456,1.3406419082150205,0.043640075,12.3,1,-0.0304,0.62
C1QTNF7,2.61e-6,C1q and TNF related 7,--,--+-,Filtered_Out,0.9469217698090434,0.02301606163226296,-,0.046,1.3369389925011999,0.035265047,12.4,1,-0.0304,0.62
BAD,1.35e-6,BCL2 associated agonist of cell death,--,++++,--,0.026133599208969294,0.18317231362458622,+,0.0523,1.2817707779630465,0.001132037,14.1,1,-0.0304,0.62
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,+---,NA,0.9865840144356733,0.0262430685467006,-,0.0525,1.2799553895247608,0.06263463126664132,14.1,1,-0.0304,0.62
ZMAT2,2.44e-6,zinc finger matrin-type 2,--,++++,-+,0.027137385723771126,0.5837051758733907,+,0.0543,1.265401996694919,0.024694837,14.6,1,-0.0304,0.62
ZNF322,3.72e-7,zinc finger protein 322,++,++++,++,0.02922374352300119,0.9961661000432632,+,0.0584,1.2332341566238811,0.051821349,15.7,1,-0.0304,0.62
FADS2,1.94e-8,fatty acid desaturase 2,+-,+---,--,0.9669680605632143,0.030214479529962365,-,0.0604,1.218754886777927,0.085617322,16.3,1,-0.0304,0.62
HIST1H1B,9.97e-14,histone cluster 1 H1 family member b,+-,NA,Filtered_Out,0.9692760398083585,0.030723960191641534,-,0.0614,1.2114928106025498,0.06144792038328307,16.5,1,-0.0304,0.62
SOX5,3.79e-9,SRY-box 5,++,----,Filtered_Out,0.86912961565127,0.03158398941024512,-,0.0632,1.1995030189604856,0.040092956,17,1,-0.0304,0.62
SGIP1,1.68e-9,SH3 domain GRB2 like endophilin interacting protein 1,++,----,-+,0.38793773096280304,0.03162632245557589,-,0.0633,1.1989213097363,0.009448596,17,1,-0.0304,0.62
METTL9,1.74e-10,methyltransferase like 9,++,+++-,++,0.033613518361382794,0.9898961406124014,+,0.0672,1.1724560314392227,0.019618914,18.1,1,-0.0304,0.62
RERE,1.43e-11,arginine-glutamic acid dipeptide repeats,++,--++,+-,0.033853045099860195,0.18150667370807017,+,0.0677,1.169372264532407,6.1161e-4,18.2,1,-0.0304,0.62
ZDHHC5,3.47e-8,zinc finger DHHC-type containing 5,+-,--+-,--,0.9973690161858534,0.03426429445279335,-,0.0685,1.1641282107891513,0.064776592,18.4,1,-0.0304,0.62
DENND1A,1.54e-14,DENN domain containing 1A,-+,--++,+-,0.3710239674857759,0.03469685437524903,-,0.0694,1.1586799009974889,0.007451938,18.7,1,-0.0304,0.62
ZCCHC7,4.19e-12,zinc finger CCHC-type containing 7,+-,--++,++,0.034705366308131896,0.9147157277625015,+,0.0694,1.1585733716829079,0.069532303,18.7,1,-0.0304,0.62
IGSF6,1.56e-9,immunoglobulin superfamily member 6,-+,++++,Filtered_Out,0.03748503030261309,0.9531321708149159,+,0.075,1.125112138073393,0.044139254,20.2,1,-0.0304,0.62
TMEM42,4.87e-7,transmembrane protein 42,--,++++,NA,0.03812199840576648,0.8958376963312538,+,0.0762,1.1177943454796868,0.025265131,20.5,1,-0.0304,0.62
PCNP,2.33e-7,PEST proteolytic signal containing nuclear protein,++,-+-+,-+,0.038175003602647556,0.3791065347381864,+,0.0764,1.1171909176223633,0.013082865,20.5,1,-0.0304,0.62
RFTN2,5.41e-7,raftlin family member 2,--,++--,-+,0.5023257787383589,0.03859070212903714,-,0.0772,1.112487324028618,0.039374167,20.8,1,-0.0304,0.62
SLC30A9,2.62e-7,solute carrier family 30 member 9,++,+++-,-+,0.038591018878919484,0.9674798310211965,+,0.0772,1.1124837593834078,0.03786339,20.8,1,-0.0304,0.62
ZNF165,1.95e-12,zinc finger protein 165,-+,+-++,Filtered_Out,0.03946970800295338,0.9067917342607423,+,0.0789,1.1027060908408115,0.058737725,21.2,1,-0.0304,0.62
PLA2R1,3.98e-7,phospholipase A2 receptor 1,-+,+-+-,Filtered_Out,0.8663008848410594,0.04031767963657016,-,0.0806,1.0934744746989273,0.001639741,21.7,1,-0.0304,0.62
BTN3A2,3.96e-13,butyrophilin subfamily 3 member A2,--,+--+,--,0.9567414151712419,0.04147714010981801,-,0.083,1.0811612006244076,0.089452903,22.3,1,-0.0304,0.62
BTN1A1,7.4e-9,butyrophilin subfamily 1 member A1,++,NA,Filtered_Out,0.04151480470214189,0.9584851952978581,+,0.083,1.0807670051209888,0.08302960940428378,22.3,1,-0.0304,0.62
ASXL3,2.06e-6,ASXL transcriptional regulator 3,++,--+-,++,0.043846872010839144,0.07990285543310177,+,0.0877,1.0570313876347965,0.002256491,23.6,1,-0.0304,0.62
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,++,+-++,-+,0.0439415929847549,0.6375295124011617,+,0.0879,1.056094207282967,0.009869007,23.6,1,-0.0304,0.62
CHD6,1.38e-10,chromodomain helicase DNA binding protein 6,++,++++,++,0.044969666403045234,0.9699601071435939,+,0.0899,1.0460503384681883,0.039984082,24.2,1,-0.0304,0.62
VPS41,1.94e-6,VPS41 subunit of HOPS complex,++,-++-,-+,0.04501098072675925,0.9304059337822519,+,0.09,1.045651528620832,0.005660112,24.2,1,-0.0304,0.62
HIST1H3I,6.38e-10,histone cluster 1 H3 family member i,++,NA,Filtered_Out,0.04609924190470913,0.9539007580952908,+,0.0922,1.0352762207968846,0.09219848380941827,24.8,1,-0.0304,0.62
TMEM258,5.55e-7,transmembrane protein 258,--,+-++,--,0.3326702247482397,0.04916746154697196,-,0.0983,1.007292217534587,0.023539607,26.5,1,-0.0304,0.62
DENND1B,1.45e-8,DENN domain containing 1B,++,+---,+-,0.7207178160609504,0.04921773928290646,-,0.0984,1.0068483429478496,0.056220037,26.5,1,-0.0304,0.62
CACNA2D1,2.52e-6,calcium voltage-gated channel auxiliary subunit alpha2delta 1,++,-++-,-+,0.04965476366789162,0.41088612334582014,+,0.0993,1.003009085131242,0.031564513,26.7,1,-0.0304,0.62
PSEN2,2.68e-6,presenilin 2,+-,+-++,-+,0.6485752301521237,0.049831720744568334,-,0.0997,1.001464120236045,0.003469663,26.8,1,-0.0304,0.62
EXT1,1.2e-6,exostosin glycosyltransferase 1,++,--+-,++,0.0504873383496172,0.08682103266835732,+,0.101,0.995787528680017,0.012901779,27.2,1,-0.0304,0.62
C7orf72,8.26e-7,spermatogenesis associated 48,--,NA,NA,0.9481396549203759,0.051860345079624115,-,0.104,0.9841346020901531,0.10372069015924823,27.9,1,-0.0304,0.62
RBFOX1,6.09e-17,RNA binding fox-1 homolog 1,++,-+++,--,0.21745347404208212,0.056056232108411076,-,0.112,0.9503461015917328,0.027298127,30.2,1,-0.0304,0.62
KMT2A,1.28e-7,lysine methyltransferase 2A,++,----,+-,0.05687245209078646,0.3094986157664678,+,0.114,0.9440680508062038,0.001785206,30.6,1,-0.0304,0.62
RABEPK,1.56e-6,Rab9 effector protein with kelch motifs,--,+-++,-+,0.24216427248984249,0.05862404581263576,-,0.117,0.9308942172982425,0.011639513,31.5,1,-0.0304,0.62
HIST1H2BN,6.9e-17,histone cluster 1 H2B family member n,--,--++,Filtered_Out,0.05980166536589516,0.6993517943197742,+,0.12,0.9222567258802533,0.005129735,32.2,1,-0.0304,0.62
MAP9,7.15e-7,microtubule associated protein 9,++,-+--,-+,0.061053453522749455,0.9232387734271568,+,0.122,0.9132597692499971,0.016581742,32.8,1,-0.0304,0.62
BEND4,1.3e-7,BEN domain containing 4,++,-+--,NA,0.7266042666360355,0.06129290610935747,-,0.123,0.9115597910874029,0.003839183,33,1,-0.0304,0.62
SOX6,4.17e-7,SRY-box 6,++,+---,Filtered_Out,0.6817610805268511,0.06130205287118417,-,0.123,0.9114949860052197,0.068401631,33,1,-0.0304,0.62
HARS2,1.35e-6,"histidyl-tRNA synthetase 2, mitochondrial",++,+-+-,+-,0.06167853192255901,0.9651967916331752,+,0.123,0.9088359762827325,0.03920618,33.2,1,-0.0304,0.62
FNIP2,7.22e-7,folliculin interacting protein 2,++,-++-,NA,0.06424562872462095,0.9307410792676699,+,0.128,0.8911264207429412,0.076117337,34.6,1,-0.0304,0.62
ACTL8,6.06e-7,actin like 8,--,NA,Filtered_Out,0.9334720453419412,0.06652795465805884,-,0.133,0.8759658326767304,0.1330559093161177,35.8,1,-0.0304,0.62
RHOA,7.1e-7,ras homolog family member A,+-,++-+,-+,0.06736780607798308,0.448904711523703,+,0.135,0.8705176001292546,0.005285861,36.2,1,-0.0304,0.62
HLA-B,4.33e-11,"major histocompatibility complex, class I, B",--,++++,--,0.06904530706543002,0.12283193227240405,+,0.138,0.8598358389427352,0.014556544,37.1,1,-0.0304,0.62
ZKSCAN8,2.01e-13,zinc finger with KRAB and SCAN domains 8,++,+---,Filtered_Out,0.7769176043523186,0.06928873108519856,-,0.139,0.8583073963543538,0.037615917,37.3,1,-0.0304,0.62
