gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,-+,--++,++,0.0028019062667463527,0.7419866988967068,+,0.0056,2.2515164017644675,0.002809492,1.51,1,-0.0535,0.382
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,-0.0535,0.382
MANEA,1.88e-6,mannosidase endo-alpha,++,++--,--,0.4597173321241034,0.002836807632701288,-,0.00567,2.246140117566912,0.002767965,1.53,1,-0.0535,0.382
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,-0.0535,0.382
CKB,1.76e-8,creatine kinase B,--,+-++,++,0.003412673421162015,0.7776198208131802,+,0.00683,2.165875274268153,1.82118e-5,1.84,1,-0.0535,0.382
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,+-,0.9761569100981831,0.0035774822158408173,-,0.00715,2.1453925208368103,0.007577574,1.92,1,-0.0535,0.382
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,--++,-+,0.005339505504636879,0.6992640968259028,+,0.0107,1.9714689657628188,4.9052e-5,2.87,1,-0.0535,0.382
HS6ST3,1.66e-8,heparan sulfate 6-O-sulfotransferase 3,++,--++,+-,0.006566920133978866,0.8196453291597571,+,0.0131,1.8816082698488188,0.001631929,3.53,1,-0.0535,0.382
TMEM106B,1.22e-12,transmembrane protein 106B,++,++--,--,0.6449757469356063,0.006695529574668444,-,0.0134,1.8731850716421241,2.16239e-4,3.6,1,-0.0535,0.382
ITPR3,1.55e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,+-++,Filtered_Out,0.008285605915206742,0.656020986374228,+,0.0166,1.7806457310485193,0.00799503,4.46,1,-0.0535,0.382
LST1,5.42e-9,leukocyte specific transcript 1,--,++++,-+,0.008547411539956442,0.03719154610300858,+,0.0171,1.7671353895041324,0.003058614,4.6,1,-0.0535,0.382
CDH9,9.7e-7,cadherin 9,++,+-++,++,0.010138084878691528,0.9941280262520185,+,0.0203,1.6930140814067094,0.028128689,5.45,1,-0.0535,0.382
SCYL1,6.11e-8,SCY1 like pseudokinase 1,+-,++++,+-,0.01023136199465293,0.7860423128945118,+,0.0205,1.6890365536747056,0.001734011,5.5,1,-0.0535,0.382
PAX6,1.67e-9,paired box 6,++,++--,--,0.8977327210798766,0.01026125061083305,-,0.0205,1.6877697098092745,0.002175936,5.52,1,-0.0535,0.382
MGAT4C,1.22e-6,MGAT4 family member C,++,+---,--,0.6085660207867937,0.011372193019907753,-,0.0227,1.6431257819872036,0.002131326,6.12,1,-0.0535,0.382
SEMA6D,4.1e-9,semaphorin 6D,+-,-+--,-+,0.17129858997345573,0.013723063075594644,-,0.0274,1.561518944834513,0.00427009,7.38,1,-0.0535,0.382
C11orf31,5.11e-7,selenoprotein H,--,-+++,--,0.014109371026953792,0.0549585616013327,+,0.0282,1.5494623502990097,0.002668892,7.59,1,-0.0535,0.382
SLC4A9,2.66e-6,solute carrier family 4 member 9,--,-+--,Filtered_Out,0.804138447145782,0.016107711897438114,-,0.0322,1.4919361511229865,0.020928616,8.67,1,-0.0535,0.382
VPS41,1.94e-6,VPS41 subunit of HOPS complex,++,+--+,++,0.016232056136487573,0.915942220055279,+,0.0325,1.4885964683562793,0.009832116,8.73,1,-0.0535,0.382
BAZ2B,1.32e-7,bromodomain adjacent to zinc finger domain 2B,--,+++-,--,0.9205068932252767,0.01880450230286013,-,0.0376,1.4247081608600711,0.013601592,10.1,1,-0.0535,0.382
METTL9,1.74e-10,methyltransferase like 9,++,++++,++,0.019049769385926934,0.9984253684493422,+,0.0381,1.41908028180604,0.023636704,10.2,1,-0.0535,0.382
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,-+,+-++,NA,0.01949261783693349,0.7781318435061082,+,0.039,1.4090998360348006,0.00242952,10.5,1,-0.0535,0.382
VRK2,9.97e-9,VRK serine/threonine kinase 2,--,++--,-+,0.5720520691988933,0.019601224825889354,-,0.0392,1.4066867942803019,0.026045818596663467,10.5,1,-0.0535,0.382
MYRF,1.68e-8,myelin regulatory factor,+-,-+--,--,0.8915704162954027,0.019759181000363113,-,0.0395,1.4032010648128672,0.025741386,10.6,1,-0.0535,0.382
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,-+--,NA,0.99012214978673585,0.020395819393232664,-,0.0408,1.389428846739236,0.06263463126664132,11,1,-0.0535,0.382
ZKSCAN4,7.51e-14,zinc finger with KRAB and SCAN domains 4,++,++++,-+,0.022681374311918932,0.9256546490057405,+,0.0454,1.3433006385066815,0.019839794,12.2,1,-0.0535,0.382
TOP1,1.66e-6,DNA topoisomerase I,--,--+-,--,0.8998708204525039,0.025457182306288056,-,0.0509,1.293159671654304,0.057832491,13.7,1,-0.0535,0.382
CRB1,2.5e-7,crumbs cell polarity complex component 1,++,++--,+-,0.6151735355477348,0.02668943912536291,-,0.0534,1.2726305570872656,9.89607e-4,14.4,1,-0.0535,0.382
HIST1H2BF,3.58e-8,histone cluster 1 H2B family member f,-+,++++,Filtered_Out,0.026751958375395155,0.9562334772893053,+,0.0535,1.2716144243153686,0.01036763,14.4,1,-0.0535,0.382
USP3,2.49e-6,ubiquitin specific peptidase 3,+-,++--,--,0.7907594919934622,0.02935352918162487,-,0.0587,1.2313096802868682,0.012310163,15.8,1,-0.0535,0.382
