gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,++,--++,++,8.215510492230278e-5,0.926697045639389,+,1.64e-4,3.784335449703046,0.002809492,0.0442,0.0442,-0.058,0.343
CKB,1.76e-8,creatine kinase B,++,--++,++,8.804989116340912e-5,0.9823789080379863,+,1.76e-4,3.7542411808545295,1.82118e-5,0.0474,0.0474,-0.058,0.343
MGAT4C,1.22e-6,MGAT4 family member C,-+,----,--,0.9613704392622544,2.3792346930561148e-4,-,4.76e-4,3.32253272040218,0.002131326,0.128,0.128,-0.058,0.343
SCYL1,6.11e-8,SCY1 like pseudokinase 1,++,++++,+-,2.6972017271219214e-4,0.9280194336727076,+,5.39e-4,3.2680565752358803,0.001734011,0.145,0.145,-0.058,0.343
ZNF638,1.83e-7,zinc finger protein 638,--,+---,NA,0.9956187158796943,6.360873801094037e-4,-,0.00127,2.895453225019849,0.001959458,0.342,0.342,-0.058,0.343
USP3,2.49e-6,ubiquitin specific peptidase 3,--,+---,--,0.9801794491892062,7.747363097543119e-4,-,0.00155,2.809816093707615,0.012310163,0.417,0.417,-0.058,0.343
HARS,2.1e-7,histidyl-tRNA synthetase,++,+-++,++,9.026333701382002e-4,0.9980196213967909,+,0.00181,2.743458619092745,0.0069317185113633535,0.486,0.486,-0.058,0.343
C16orf45,1.86e-9,BMERB Domain Containing 1,++,-+++,--,9.993281031611242e-4,0.376560809966918,+,0.002,2.6992619034995986,9.58753e-4,0.538,0.538,-0.058,0.343
TMEM106B,1.22e-12,transmembrane protein 106B,--,++--,--,0.7227257939566012,0.0010258022409593294,-,0.00205,2.6879063608490137,2.16239e-4,0.552,0.552,-0.058,0.343
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.9995799496696953,0.001415097710382222,-,0.00283,2.5481835760553913,0.00918046,0.761,0.761,-0.058,0.343
