gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,signed_log_meta,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
UBE2M,8.89e-7,ubiquitin conjugating enzyme E2 M,--,+-++,+-,4.6849106640894315e-5,0.5855466611658067,+,9.37e-5,4.028268690534401,4.9052e-5,0.0252,0.0252,0.0161,0.793
CKB,1.76e-8,creatine kinase B,--,+-++,--,3.7872683115406313e-4,0.2387185189172837,+,7.57e-4,3.120643930244044,1.82118e-5,0.204,0.204,0.0161,0.793
CTNND1,7.75e-8,catenin delta 1,++,---+,--,0.9478235035535844,0.0014416614954497955,-,0.00288,2.5401067050594586,0.001687079,0.776,0.776,0.0161,0.793
ZNF638,1.83e-7,zinc finger protein 638,+-,++--,NA,0.8490911905020867,0.0027686174549081755,-,0.00554,2.256707051732256,0.001959458,1.49,1,0.0161,0.793
PSORS1C1,1.74e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,2.248808488937444,0.00563886258224023,1.52,1,0.0161,0.793
HIST1H2BO,9.65e-8,histone cluster 1 H2B family member o,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,2.2166364212951164,0.00607244484267725,1.63,1,0.0161,0.793
YLPM1,3.52e-10,YLP motif containing 1,+-,----,NA,0.990838001462875,0.0033793151255686995,-,0.00676,2.170141312142557,0.001039362,1.82,1,0.0161,0.793
BAD,1.35e-6,BCL2 associated agonist of cell death,--,++++,--,0.003418096575043928,0.1821102859135338,+,0.00684,2.1651856752034524,0.001132037,1.84,1,0.0161,0.793
SPRY2,8.26e-7,sprouty RTK signaling antagonist 2,--,----,++,0.868286780125082,0.004231125269182582,-,0.00846,2.0725141208365874,0.00653533,2.28,1,0.0161,0.793
RSRC1,2.6e-14,arginine and serine rich coiled-coil 1,+-,++--,++,0.004239714666604569,0.9406125312598248,+,0.00848,2.0716333748397293,0.011802341,2.28,1,0.0161,0.793
SAMD5,1.21e-8,sterile alpha motif domain containing 5,--,----,--,0.9957594216173467,0.004457124163995867,-,0.00891,2.0499152717559763,0.001158159,2.4,1,0.0161,0.793
C11orf31,5.11e-7,selenoprotein H,--,-+++,+-,0.005674478904325421,0.5493973882077596,+,0.0113,1.9450440185354994,0.002668892,3.05,1,0.0161,0.793
HLA-B,4.33e-11,"major histocompatibility complex, class I, B",--,++++,++,0.009041485499625877,0.8885248133378023,+,0.0181,1.742730214204741,0.014556544,4.86,1,0.0161,0.793
C16orf45,1.86e-9,BMERB Domain Containing 1,--,--++,-+,0.010887545446808429,0.6792630734148806,+,0.0218,1.662040023483842,9.58753e-4,5.86,1,0.0161,0.793
VRK2,9.97e-9,VRK serine/threonine kinase 2,--,++--,-+,0.2878561405421579,0.013619389428972822,-,0.0272,1.5648123661844868,0.026045818596663467,7.33,1,0.0161,0.793
TMEM42,4.87e-7,transmembrane protein 42,--,++++,NA,0.01478599980052956,0.898713978973932,+,0.0296,1.5291193083333672,0.024523215,7.95,1,0.0161,0.793
KDM3A,1.76e-9,lysine demethylase 3A,+-,++--,NA,0.6727766848136282,0.015017700800660271,-,0.03,1.5223665567557005,0.005746965,8.08,1,0.0161,0.793
ZC3H7B,2.91e-8,zinc finger CCCH-type containing 7B,-+,--++,++,0.017809198407157032,0.8087619951354138,+,0.0356,1.4483256320475608,0.002809492,9.58,1,0.0161,0.793
TMEM106B,1.22e-12,transmembrane protein 106B,++,++--,-+,0.041132182698042065,0.018108583582878916,-,0.0362,1.441085522337627,2.16239e-4,9.74,1,0.0161,0.793
CDH13,1.59e-11,cadherin 13,++,---+,+-,0.7091843578927779,0.019405042506127984,-,0.0388,1.4110554059507034,0.00394136,10.4,1,0.0161,0.793
BAG5,9.18e-7,BCL2 associated athanogene 5,+-,++--,--,0.9859149761647363,0.021567544621856213,-,0.0431,1.3651692990979507,0.018796161,11.6,1,0.0161,0.793
HLA-DQB1,2.33e-7,"major histocompatibility complex, class II, DQ beta 1",--,-+--,NA,0.9929458586409008,0.02173067144322964,-,0.0435,1.3618968587985387,0.06263463126664132,11.7,1,0.0161,0.793
HS6ST3,1.66e-8,heparan sulfate 6-O-sulfotransferase 3,++,+-++,--,0.24012771341532363,0.022182684813005667,-,0.0444,1.3529558958452907,4.72472e-4,11.9,1,0.0161,0.793
DRD2,5.35e-14,dopamine receptor D2,-+,-+--,NA,0.9076218402151084,0.023306316201564297,-,0.0466,1.3314963700159093,0.01596144,12.5,1,0.0161,0.793
MYRF,1.68e-8,myelin regulatory factor,+-,++--,-+,0.27099364370519613,0.023723736054186907,-,0.0474,1.3237869208263413,0.006945037,12.8,1,0.0161,0.793
ARHGEF25,1.9e-6,Rho guanine nucleotide exchange factor 25,-+,--++,NA,0.025245051334327997,0.5918408331779003,+,0.0505,1.2967937461913146,0.00242952,13.6,1,0.0161,0.793
