gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC_male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AGA,--------,2.84925e-4,0.29083624284704657,2.5165887542875468e-6,-1,5.0331775085750935e-6
NDST2,+---+---,1.25281e-4,0.0015519435166900983,0.0025478607458539267,1,0.0031038870333801967
NSDHL,--------,2.56835e-4,0.5110140638020121,3.411804842932603e-5,-1,6.823609685865206e-5
MRPS12,----+---,8.02e-5,0.516247147015381,2.956867562903652e-5,-1,5.913735125807304e-5
SLCO1A2,----++-+,3.41573e-4,0.9998595915642584,1.4570407957219582e-9,-1,2.9140815914439163e-9
ATG7,--------,1.17509e-4,0.047386289928351026,0.0036912016801328488,-1,0.0073824033602656975
PM20D2,++-+++++,3.32678e-4,0.0038478308663808434,0.02347777299668276,1,0.007695661732761687
LRP8,--------,0.002573783,0.2226875837364819,4.304268679123248e-4,-1,8.608537358246495e-4
SYNGR1,--------,0.0049147,0.010033747729615334,0.026990478010767066,1,0.02006749545923067
CRH,+-------,0.001538858,0.0967365099341385,0.0015442597904745561,-1,0.0030885195809491122
C1orf115,++++--++,1.26498e-4,8.658918516902746e-7,0.9414650954578042,1,1.7317837033805492e-6
TROVE2,--++++++,3.95693e-4,0.06231039733098446,0.0012693074843068734,-1,0.0025386149686137467
GALNTL2,--++++-+,2.81e-5,0.015750352369322207,0.007783438713946685,-1,0.01556687742789337
LRRFIP1,+++++++-,0.001119382,1.346889766534696e-4,0.24236405065232894,1,2.693779533069392e-4
CALN1,++++++++,0.006168633,0.17787160223150347,0.0027753571130600557,-1,0.005550714226120111
NRF1,---+----,0.004883989,0.0025060048619673513,0.04694686405311386,1,0.0050120097239347025
FBXO38,-+------,0.001160674,0.04297127656989109,0.007886392148849987,-1,0.015772784297699974
COL6A1,++++-++-,0.002037172,4.934532367051566e-4,0.21932862646374696,1,9.869064734103132e-4
DGCR2,++++-+++,6.76404e-4,4.1060070839802425e-5,0.7694310636312107,1,8.212014167960485e-5
VGF,--------,0.004039232,0.07099704394911201,0.010384651494509603,-1,0.020769302989019207
BIN1,--++++++,2.08146e-4,0.010178501622781534,0.005183450892912771,-1,0.010366901785825541
RHEB,------+-,9.05e-5,0.16676700010522635,0.001736086882007815,-1,0.00347217376401563
PLXNA2,++------,5.01217e-4,8.846561417292823e-5,0.4086165169550502,1,1.7693122834585646e-4
PCSK1,--------,0.004344663,0.02491551293204752,0.04329432802910606,1,0.04983102586409504
SET,-------+,9.95131e-4,0.519266718790857,5.405063233451297e-4,-1,0.0010810126466902594
EXOC7,++++--++,7.08895e-4,2.231638131228097e-6,0.9699624011881891,1,4.463276262456194e-6
GGNBP2,+++++--+,0.001093165,0.002969008388010395,0.06504779440581537,1,0.00593801677602079
FBXO32,-+++++-+,1.6339e-4,0.013600402520812887,0.0046829500391446345,-1,0.009365900078289269
NEUROD6,-----+--,2.46816e-4,0.35615251417312116,5.234927015222581e-5,-1,1.0469854030445162e-4
ZFP106,++++-+-+,3.28e-6,1.263477150543982e-6,0.9983827190440484,1,2.526954301087964e-6
FBXO9,-----+-+,9.29213e-4,0.810031794042277,3.122201473922377e-6,-1,6.244402947844754e-6
SH3PXD2A,--++++-+,5.74625e-4,0.006067081574511593,0.010885239359078796,1,0.012134163149023186
MPP3,++-+++++,6.30618e-4,0.14114601250015293,0.008019052725338753,-1,0.016038105450677506
RPAP1,+++++---,0.001111704,1.1615042704055411e-4,0.697384486509727,1,2.3230085408110823e-4
NGEF,-+------,0.001766479,0.016265315007767362,0.02283079196292059,1,0.032530630015534724
SEL1L,+-------,6.01311e-4,0.004394203087392745,0.13695551028331873,1,0.00878840617478549
PDCD7,+++++-++,5.95506e-4,0.002813942607453999,0.23001710885259788,1,0.005627885214907998
LINGO2,++++---+,1.42322e-4,3.3377831617679356e-7,0.9999040436254081,1,6.675566323535871e-7
SLC13A3,+++++++-,0.004557491,0.033029842418446496,0.01966342496320686,-1,0.03932684992641372
P4HA1,+------+,7.94288e-4,0.009032298265852685,0.004027375900699194,-1,0.008054751801398388
PCDH9,-+++++++,0.004988764,0.06552211532620159,0.017350466372306406,-1,0.03470093274461281
RIOK3,-+++++++,5.96536e-4,0.05742126520685507,0.0036701098743281953,-1,0.007340219748656391
SLC25A42,++------,9.60861e-4,8.88415742393713e-5,0.2936621082273656,1,1.776831484787426e-4
MAN1A1,-------+,9.38764e-4,0.19763424622939954,0.0034243781986183705,-1,0.006848756397236741
FAM115A,+++++-++,0.002346629,7.056879608423999e-4,0.5642874619928205,1,0.0014113759216847997
ELOVL5,------+-,0.00106573,0.034564046130394065,0.01945764951807438,-1,0.03891529903614876
PLA2G5,--------,8.33895e-4,0.3522737604442737,0.004676057506472352,-1,0.009352115012944704
STAMBPL1,--------,0.001905805,0.08953946596425433,0.02155784889608343,-1,0.04311569779216686
PGAP1,----+-+-,0.001316292,0.5498013358129936,2.0992686755400933e-4,-1,4.1985373510801865e-4
NPTX2,--------,0.017181461,0.02500844120170743,0.15147938514839646,1,0.05001688240341486
AAK1,-+-+----,0.001023596,4.218865892719053e-4,0.09004906235354541,1,8.437731785438106e-4
SCO1,-------+,3.4073e-4,0.9164419277992256,5.9506990443276205e-5,-1,1.1901398088655241e-4
ALMS1,++++++++,0.007134457,0.03519600598643839,0.09911093602790903,1,0.07039201197287678
MRPS6,------++,1.16199e-4,0.5889690225462962,4.3931306270124463e-4,-1,8.786261254024893e-4
APTX,------+-,0.001219476,0.4000662871279392,0.003329897774992501,-1,0.006659795549985002
VAMP7,-------+,0.006344195,0.3217568470886713,6.331892101593571e-4,-1,0.0012663784203187142
ZNF394,++++-+-+,8.10112e-4,1.1171959579881675e-5,0.9883070113099617,1,2.234391915976335e-5
AKR1A1,----+-++,0.005248127,0.7017389709101594,1.9219641528124312e-4,-1,3.8439283056248625e-4
CTDSP2,+-+++++-,9.41948e-4,0.006021501462758472,0.03481120439359365,1,0.012043002925516943
CORT,------+-,0.001221536,0.5089302295101106,0.0013514732796439377,-1,0.0027029465592878755
COX8A,-+----+-,4.8661e-4,0.4479922768516922,3.758307752830433e-4,-1,7.516615505660866e-4
PIAS1,++++++++,0.020192228,0.04328302764134648,0.09784212344971877,1,0.08656605528269296
CKS2,----+-+-,0.001113015,0.1350720609829565,0.0032166119057045195,-1,0.006433223811409039
ATPIF1,++++--++,7.26311e-4,8.519650180730252e-6,0.9498688252018199,1,1.7039300361460503e-5
CPEB4,+-++++++,0.005901966,0.37190714910239503,0.002612553704566649,-1,0.005225107409133298
DPY19L1,----+---,0.002539513,0.08697570250315953,0.013855413249904218,-1,0.027710826499808435
CLCN4,------+-,0.001162734,0.13053434468734657,0.025236619088925143,-1,0.05047323817785029
ASH2L,-+------,4.97659e-4,0.237730762442487,0.004564766030246111,-1,0.009129532060492222
NR2F1,++++++++,0.004436142,0.20022548459256123,0.01962293990632036,-1,0.03924587981264072
U2AF1L4,------+-,0.004311049,0.23706674241192013,0.007247885015254761,-1,0.014495770030509522
GRB10,-+------,0.011806554,0.012307441946392841,0.2413831470606832,1,0.024614883892785683
LIX1L,----+---,0.007870787,0.3606811423449729,0.006536797493861102,-1,0.013073594987722204
ZMYM6,------++,3.34551e-4,0.6420692048904137,4.73639482902638e-4,-1,9.47278965805276e-4
BAT1,+-++++++,0.004015262,0.008163304608846027,0.14708161267667508,1,0.016326609217692054
VSTM2L,++++----,1.43539e-4,2.6536085743752146e-9,0.999999966663963,1,5.307217148750429e-9
CAMK1G,+-------,0.003465169,6.214264168014308e-4,0.5210777537952339,1,0.0012428528336028617
C2orf47,-+------,3.17135e-4,0.15527756356775416,0.011721276584465649,-1,0.023442553168931297
NFX1,-+++++--,3.34363e-4,1.893967124127838e-4,0.49025299708062126,1,3.787934248255676e-4
NOV,-+--+--+,0.001721067,0.17541935529504157,0.0032689617972864763,-1,0.006537923594572953
FAM69B,-++-+-+-,2.81e-7,0.27843345140016335,2.0904175838423647e-4,-1,4.1808351676847293e-4
LOC728153,+-++++++,8.36891e-4,0.01510326509932887,0.10947712810259622,1,0.03020653019865774
ARHGEF10L,++++-+++,0.011266292,0.01581849707947407,0.2335693175219382,1,0.03163699415894814
NOL3,--------,0.004336049,0.32059975431102317,0.014234921817302248,-1,0.028469843634604496
EXOC6,-+----+-,0.002013764,0.019757246034164,0.01510559073968288,-1,0.03021118147936576
MLL,++++--+-,0.001785206,3.844934167419415e-5,0.9101679344472183,1,7.68986833483883e-5
NUDCD3,++++--++,0.003626404,9.599902781203296e-6,0.9172150410524245,1,1.9199805562406593e-5
SQLE,----+--+,5.82e-5,0.9712180512163726,6.62029726354907e-6,-1,1.324059452709814e-5
PPAP2C,----++--,4.55243e-4,0.8025083340838376,5.433041297001413e-5,-1,1.0866082594002826e-4
RIPK1,++++-++-,0.00206236,3.241916463650755e-4,0.582256461098469,1,6.48383292730151e-4
SFT2D1,------+-,0.010585487,0.17176357144915588,0.020681900611447587,-1,0.04136380122289517
FLJ45244,++++--++,1e-4,7.674587553555604e-4,0.45154050141740315,1,0.0015349175107111208
PIK3R1,++++++-+,0.028847191,0.001889489210318819,0.39588557713542755,1,0.003778978420637638
LGI3,++++++--,0.001578652,1.3948030414922576e-4,0.523273870756206,1,2.789606082984515e-4
TCF4,+-+++-++,0.004359551,0.03407261914416213,0.03838953529320956,1,0.06814523828832426
FBXL18,---+--+-,0.00826264,0.01895092924054218,0.088512158600592,1,0.03790185848108436
C12orf57,-------+,0.00248427,0.27007803385441054,0.010540100035449279,-1,0.021080200070898558
PHF20,++++--++,0.00394073,0.007024410145585551,0.16090910899842656,1,0.014048820291171101
PRKAG2,-----+--,0.004585674,0.2523265009663445,0.0012982382488743614,-1,0.002596476497748723
RBBP6,+++++++-,0.016409925,0.00916511063329261,0.21824608104278126,1,0.01833022126658522
MACROD1,++++++++,0.006461049,0.002391073279684313,0.690336598118358,1,0.004782146559368626
DNAJB12,+-+-----,0.006455243,0.0016772471894528254,0.2565949396831021,1,0.0033544943789056507
ATF4,--+-----,0.001943352,3.700584707563561e-4,0.21279458225027828,1,7.401169415127122e-4
JPH3,++++-+-+,0.010283052,0.011490805114260273,0.23835176478643524,1,0.022981610228520546
HMGCS1,-----+-+,0.001480243,0.8006907055049783,1.0124629686015523e-4,-1,2.0249259372031046e-4
PPP6C,----+--+,0.005052903,0.168604349904729,0.01077538780211926,-1,0.02155077560423852
VEGFA,--+----+,0.001792509,0.018504766015627144,0.06966614342894352,1,0.03700953203125429
RWDD2B,+--+---+,0.003980618,3.110474382162996e-4,0.06799758673376824,1,6.220948764325992e-4
SLC39A8,----+---,0.007589607,0.12574173551527498,0.042378618785597115,-1,0.08475723757119423
NUDT1,--+-----,0.001228745,0.09146839820765196,0.04361052777848493,-1,0.08722105555696986
LBH,--------,0.058894569,0.10169895988425727,0.09697499193508613,-1,0.19394998387017226
MBP,+++-++-+,4.00562e-4,0.004439128255973245,0.11821512325513207,1,0.00887825651194649
SEZ6L2,-+------,9.17978e-4,0.012215127622244424,0.15848339173403106,1,0.024430255244488847
OSBPL3,------+-,0.004191948,0.14981084493979163,0.012521044196036276,-1,0.025042088392072552
PRDM2,+-+-----,0.002031554,0.006508590374234662,0.10477606981377303,1,0.013017180748469324
DHFRL1,+-++++++,3.63296e-4,0.09769227458719858,0.025056166617349974,-1,0.05011233323469995
UGCG,+-+-+--+,1.49e-5,0.001176442537969998,0.049887881301373956,1,0.002352885075939996
IPO8,+-++++++,0.011783708,0.0267101647494503,0.12053375974394703,1,0.0534203294989006
ACLY,--------,0.010828464,0.1229034836209179,0.08448685681094972,-1,0.16897371362189945
COPS7A,-------+,0.014513577,0.3268039259751019,0.008681615341146802,-1,0.017363230682293604
QKI,--+-+-+-,0.001551404,0.077780714547576,0.0024866111839657304,-1,0.004973222367931461
ZNF24,----+---,0.001666948,0.08977539413934524,0.0166234222847006,-1,0.0332468445694012
CHP,--------,0.023803745,0.03347650888874511,0.27878307336346325,1,0.06695301777749021
TMEM116,------++,9.82678e-4,0.27853105334795636,0.0034881660730213438,-1,0.0069763321460426875
LRRC42,------+-,3.4588e-4,0.41355286792416635,0.009025326251822658,-1,0.018050652503645317
ATP2B2,-+------,0.006442228,0.0075005150164119926,0.2587530208586905,1,0.015001030032823985
NAV2,+++++-+-,7.03745e-4,5.676400121363513e-4,0.6362849372754356,1,0.0011352800242727026
NDN,--------,0.010858052,0.13095083694294396,0.06206221642132909,-1,0.12412443284265819
KIAA0586,+-------,0.001547472,0.02018979604987607,0.20789748571051875,1,0.04037959209975214
SST,-------+,3.35674e-4,0.9038377505769505,5.401139149600783e-4,-1,0.0010802278299201567
ANK3,--+++---,6.35e-5,0.003860983987955625,0.0052171731827133395,1,0.00772196797591125
TDRD3,+-++++++,3.85768e-4,0.03969265680046053,0.10384646210181014,1,0.07938531360092106
NTRK3,++++--+-,0.003217697,5.826876380833592e-6,0.9701946322893524,1,1.1653752761667183e-5
PPM1A,--+-++-+,0.00319279,0.4286829881604956,1.2292053021824014e-5,-1,2.4584106043648028e-5
EIF1B,-------+,0.005894476,0.33109506096688635,0.00621507399229184,-1,0.01243014798458368
FLJ42709,++----++,0.001928558,0.054575404583377396,0.006926467234159867,-1,0.013852934468319734
CLCC1,+-+-++-+,0.002747566,0.5520695402755347,1.0080765338149492e-4,-1,2.0161530676298983e-4
TMEM93,-+------,0.006480056,0.1988043566394361,0.013162791085127882,-1,0.026325582170255764
AGK,----+---,0.001906554,0.8387976881065011,5.359726236261867e-4,-1,0.0010719452472523735
CHD9,++++++++,0.020514981,0.10130326938952221,0.116592595948456,1,0.20260653877904441
SP110,+-++++++,0.01335824,0.7879248430027009,0.0010599139476415965,-1,0.002119827895283193
PDSS1,--------,3.94e-5,0.27535746259677296,0.020394999452744512,-1,0.040789998905489025
ATP2B4,+++++-++,0.006337266,0.01283229191751197,0.3312565700657201,1,0.02566458383502394
TEF,+++++-++,0.004226779,0.003022031284683062,0.597047388686157,1,0.006044062569366124
DLGAP4,++-+-++-,3.1161e-4,2.3160200231780946e-5,0.3960597835986447,1,4.632040046356189e-5
TUBG1,-+----+-,4.30524e-4,0.17814160034893356,0.02042925080367489,-1,0.04085850160734978
UBIAD1,----+---,0.011190356,0.4731820576823187,0.0032229660066084354,-1,0.006445932013216871
GGCX,+----+-+,0.002990824,0.6907647672342505,0.001122084469903023,-1,0.002244168939806046
PPM1D,--------,0.002243446,0.6236813031274506,0.005867868590459918,-1,0.011735737180919836
C21orf119,-+--+---,0.010212079,0.06044459866929821,0.0394716014543391,-1,0.0789432029086782
ZNF395,-+++-+++,2.12828e-4,0.003622316701591931,0.6132880885500346,1,0.007244633403183862
LRRCC1,--+-++--,1.98221e-4,0.39223844954972076,9.75405919175173e-4,-1,0.001950811838350346
HLA-DPA1,-----+--,0.0069072100000000004,0.26770463688858476,0.019046719575953042,-1,0.038093439151906085
FASN,----+-+-,0.001567416,0.3090870385444648,0.007206270973490843,-1,0.014412541946981687
CGRRF1,-------+,5.48596e-4,0.6927218625492315,1.5053516163527608e-4,-1,3.0107032327055216e-4
ATM,-+++++++,0.001474719,0.18024702316644228,0.021607143368460657,-1,0.04321428673692131
STAM2,--------,0.008732772,0.31221361904496914,0.03176527085103062,-1,0.06353054170206124
ZNF17,+-------,0.005122659,0.04268375551870995,0.151908217912027,1,0.0853675110374199
PPIA,++------,0.00128221,0.003451193095665177,0.3922684026232966,1,0.006902386191330354
FIGNL1,----+--+,0.005381929,0.5877171188082962,0.0012809142670838843,-1,0.0025618285341677685
LOC388789,-------+,0.011373689,0.5278771806805702,0.004988157619724145,-1,0.00997631523944829
TPMT,++++-+-+,2.40824e-4,0.0804471105185425,0.03313403985547556,-1,0.06626807971095112
TFG,----+--+,0.00394176,0.3562619635453687,0.003397004466690164,-1,0.006794008933380328
SFI1,++++-+-+,0.001932397,0.004305535944345846,0.33273011171378275,1,0.008611071888691693
FLJ20021,-+-----+,4.47e-5,0.008114402895175716,0.25596216204647915,1,0.016228805790351433
TRAF5,+++++-+-,0.008789045,0.00102170124131789,0.6798050868610348,1,0.00204340248263578
DDX58,+-+-+++-,9.5e-5,0.4332088468476892,7.286565573877478e-5,-1,1.4573131147754955e-4
CALCOCO1,+-+++++-,0.002503558,0.01685226801863621,0.24612773423899076,1,0.03370453603727242
KIAA0182,+-+-+---,0.001742509,0.0023485401186829733,0.19751016003596636,1,0.0046970802373659465
RAPGEF3,-+++-+-+,0.00120927,0.003065278155109749,0.4440382967959805,1,0.006130556310219498
MYH11,++++++++,0.011580524,0.05277075363124224,0.2507731830529613,1,0.10554150726248449
MIF,-+----+-,0.002037547,0.2643046158156828,0.00505318075120526,-1,0.01010636150241052
KTN1,--++++++,0.009738296,0.6399024454067399,0.0027049945723235935,-1,0.005409989144647187
STAT5B,++++-+-+,0.001571536,0.0022081836525195088,0.37047181514162364,1,0.0044163673050390175
KIF13B,--+-++++,5.17884e-4,0.9095758305424697,5.541808822093075e-5,-1,1.108361764418615e-4
CMPK1,+++-++++,0.004968258,0.2681571191555582,0.005266836644064964,-1,0.010533673288129928
MAGI1,++------,0.002126404,7.836413241250407e-4,0.34605211078043235,1,0.0015672826482500814
CA12,++++++++,0.003140449,0.6565859362689759,0.0070652392515831615,-1,0.014130478503166323
PLEKHA3,++------,0.005868446,0.03254348275460249,0.12146111952048065,1,0.06508696550920498
MAST2,--------,0.021258989,0.036680763393112444,0.2948720963137201,1,0.07336152678622489
SUZ12,++++-+++,0.00749897,0.019387557208158716,0.36737557867076204,1,0.03877511441631743
C9orf142,+++--++-,8.37079e-4,0.0037057187500268837,0.17359457252152657,1,0.007411437500053767
ETS2,+-------,0.029133146,0.011064151466052706,0.464426277321115,1,0.022128302932105413
KCNIP2,-+----+-,7.48034e-4,0.3099577259956429,0.0061620265619458684,-1,0.012324053123891737
CHCHD1,-+----+-,0.005442135,0.184633796909303,0.013930612758354555,-1,0.02786122551670911
GALNT10,--++++++,2.24251e-4,0.09080215719319895,0.010002691989333902,-1,0.020005383978667805
UBE2E3,-+-----+,0.001145225,0.6025441978112116,0.00105937411475454,-1,0.00211874822950908
MANEAL,----+--+,6.5103e-4,0.8031891805638762,0.0010800180309247166,-1,0.0021600360618494333
TNPO2,++-++++-,6.41854e-4,0.0696632807177343,0.03560732568228378,-1,0.07121465136456756
ARG2,+-----+-,0.005827528,0.1250670862701899,0.059294001099698755,-1,0.11858800219939751
SEC62,++++-+++,0.003736704,0.12866560955698012,0.02870502348438684,-1,0.05741004696877368
HCCS,--------,4.88296e-4,0.8311545509653793,0.0025695847815837398,-1,0.0051391695631674795
DHX8,++----+-,0.004608146,0.005756154909051083,0.20169822867989123,1,0.011512309818102166
HPRT1,--------,0.007551592,0.15724713440413454,0.08308619485297206,-1,0.1661723897059441
SMAD5,--++++++,0.003325843,0.6961258320023944,9.282422085665362e-5,-1,1.8564844171330724e-4
SCN2B,++-+++++,0.009017416,0.25606212973332915,0.03282414047279401,-1,0.06564828094558801
C9orf64,++-+++-+,1.20693e-4,0.006751400029151646,0.4219454188466075,1,0.013502800058303292
PSMB4,-+------,0.019083052,0.06449543369573381,0.09540863173343413,1,0.12899086739146762
DCLK2,++++-++-,0.005021348,0.0015683096526426825,0.3198420996499547,1,0.003136619305285365
NME5,------++,2.82022e-4,0.9351949182745081,5.47426681055338e-5,-1,1.094853362110676e-4
PSMD6,------+-,0.006529494,0.44234344979050305,0.014803336210710678,-1,0.029606672421421357
GALNT13,+++-++++,0.004911423,0.5442510742564988,4.6020092474507665e-4,-1,9.204018494901533e-4
PSMA3,--------,0.019225562,0.5130265392860343,0.019092380655844555,-1,0.03818476131168911
WNK1,+-++++++,7.78652e-4,0.0441502391380512,0.047085176862084424,1,0.0883004782761024
SNRPD2,++----+-,0.002727528,0.012363140246736758,0.13111559173600487,1,0.024726280493473515
CPSF6,+-+----+,0.005782022,0.08152692902705788,0.028137983127326478,-1,0.056275966254652955
KCTD1,-+------,0.003428933,0.019606894881275667,0.2054766670744338,1,0.039213789762551333
PIGH,-------+,0.002240824,0.938245974049006,1.1463604224647266e-4,-1,2.292720844929453e-4
SLC38A1,-----+-+,0.006281367,0.4624715701083423,7.75882384725654e-4,-1,0.001551764769451308
ACOT7,-+------,1.70599e-4,0.22758312419245322,0.016905036984039876,-1,0.03381007396807975
TPP2,--------,0.008191011,0.028792996430458507,0.3962006232183037,1,0.057585992860917014
RQCD1,-----+++,6.95412e-4,0.8971489571461061,1.0429993931603831e-5,-1,2.0859987863207663e-5
SBNO2,--+----+,0.005802809,0.2127703255583055,0.032268040314825976,-1,0.06453608062965195
GEMIN6,++------,0.002617041,0.008898185658862056,0.5587724554089347,1,0.017796371317724113
CTSB,+++++-++,0.010516479,0.043178410108710846,0.1354910810745039,1,0.08635682021742169
HECTD2,-+------,0.001753933,0.17515564785617266,0.05778583021535989,-1,0.11557166043071979
FGL2,------++,6.13202e-4,0.6170661818975829,0.003147170420863369,-1,0.006294340841726738
SLC2A4RG,+++++-++,0.010668071,0.0763515431892663,0.055891273479648354,-1,0.11178254695929671
SARM1,+++++---,2.78558e-4,1.0449063221292536e-5,0.9973784289380347,1,2.0898126442585073e-5
BAT5,-+----+-,0.00225412,0.031399764939364215,0.20368045751881744,1,0.06279952987872843
NME7,-+-----+,0.00105927,0.4375637924530047,0.007966616532678756,-1,0.015933233065357513
NAP1L1,++++++-+,0.02640412,0.1417831296209106,0.06746400861336996,-1,0.13492801722673992
TMEM126B,--------,0.003693633,0.8221419235412122,0.004092628714141324,-1,0.008185257428282649
CUTA,-+--+-+-,0.001009457,0.11412009403378026,0.03971296116900538,-1,0.07942592233801075
LXN,--------,0.025290824,0.33126977248454414,0.04782989597314465,-1,0.0956597919462893
HPS5,+-+-+-++,0.002587828,0.12360227716502423,0.0028033421223930925,-1,0.005606684244786185
UAP1,-------+,0.001029682,0.23534696768879304,0.008420392615723775,-1,0.01684078523144755
GGA2,+++++++-,0.002443727,0.0022117579054701277,0.5560483885178884,1,0.004423515810940255
EMG1,-++-----,0.001649438,0.25138653517045,0.013768048381446837,-1,0.027536096762893675
C5orf28,-----+--,0.009473127,0.2944783823059459,0.0332778253452342,-1,0.0665556506904684
AKAP1,-+-++-++,0.00479897,0.024698230235833164,0.02612727007654005,1,0.04939646047166633
UQCC,-------+,0.001220037,0.6105211093004557,0.0029654946709220384,-1,0.005930989341844077
FBXW9,--------,0.011964232,0.12300847813519912,0.1330101599382497,1,0.24601695627039824
HOPX,-+-----+,2.67e-5,0.002222602611984539,0.39791702119176414,1,0.004445205223969078
SLC9A1,++-+-+--,0.002194476,1.4629593903240823e-5,0.7133638049349873,1,2.9259187806481645e-5
SH3GLB1,----+--+,6.76217e-4,0.250313775707645,0.0038607247878943984,-1,0.007721449575788797
C10orf4,-+-+---+,8.73034e-4,0.030249718777968816,0.0734124571115195,1,0.06049943755593763
MUM1L1,-----+-+,0.007595225,0.262766061225729,0.007121950369702897,-1,0.014243900739405794
ANAPC13,--------,0.001096161,0.7227021176521322,0.006632189667092047,-1,0.013264379334184093
IDI1,-------+,0.001010112,0.2625491605479738,0.034344593511944195,-1,0.06868918702388839
KIAA1279,------++,0.002844757,0.8828360943954767,1.6079618828814449e-4,-1,3.2159237657628897e-4
MIAT,+-++++-+,0.008277154,0.009958765200114374,0.16745660295870016,1,0.01991753040022875
PPP2R4,---++---,0.001410019,0.41901202665124926,0.018627972810389967,-1,0.03725594562077993
AKT1,+++++++-,0.007920037,7.653546217502267e-4,0.8733127850026439,1,0.0015307092435004534
ZWILCH,-------+,0.021340918,0.8690349582097531,0.0013995895468225674,-1,0.0027991790936451348
NCAPH2,-+++----,7.81e-5,3.34562477649108e-4,0.7816467764855262,1,6.69124955298216e-4
PTGES2,-+--+---,0.007735019,0.10610027302676209,0.0939159052165409,-1,0.1878318104330818
COX5A,++----+-,1.04682e-4,0.24511293000774484,0.017546723916717768,-1,0.035093447833435536
SYT7,------+-,0.010600375,0.21780812079452522,0.05695458412483689,-1,0.11390916824967379
NRXN1,++-+-+-+,6.23315e-4,0.018476811477736492,0.09655512624050017,1,0.036953622955472984
C1orf31,----+--+,0.005277809,0.39316997455214997,0.0030927438616250016,-1,0.006185487723250003
NUB1,+++++-++,0.001718258,3.321597112111949e-4,0.5489110468685222,1,6.643194224223898e-4
NDUFB2,------+-,0.021807116,0.35431697211657237,0.03553352395477101,-1,0.07106704790954202
FTCD,++++---+,0.005770599,1.2408142829064667e-5,0.9665839589871462,1,2.4816285658129334e-5
PKN1,+-++++++,0.00640412,0.03583451269514158,0.22940426615609547,1,0.07166902539028316
BCAP29,-++-----,0.004740262,5.632024945975796e-4,0.3633553476312027,1,0.0011264049891951593
BBS9,--+++-++,5.57584e-4,0.011886189315200385,0.029121366274656908,1,0.02377237863040077
AGPS,+----+-+,5.44e-5,0.9632239419039469,4.437552733179891e-5,-1,8.875105466359782e-5
PA2G4,+-++++++,0.017897846,0.2587959182513517,0.0346778298326874,-1,0.0693556596653748
ProSAPiP1,++++--+-,0.002179213,1.8530674883805765e-5,0.9875087181476995,1,3.706134976761153e-5
KCNIP3,---+--+-,0.012039419,0.05828485939828838,0.032296914469513556,-1,0.06459382893902711
BXDC5,------+-,0.015132865,0.4956668202082838,0.01397678061633462,-1,0.02795356123266924
CXorf26,-+-----+,3.00468e-4,0.23528418612271956,0.015972802667927683,-1,0.031945605335855366
IL11RA,+++++-++,0.024401873,0.07120489772714907,0.18928342694034675,1,0.14240979545429813
CREBZF,-++-++++,0.006620787,0.7143607048950388,8.64414538455654e-5,-1,1.728829076911308e-4
MICAL2,---+----,0.002482678,0.004007620024266909,0.5607759760579263,1,0.008015240048533817
ZNF207,--+-----,0.005042884,0.2932685528631136,0.05226645454413363,-1,0.10453290908826726
METTL9,-+++-+++,0.019618914,0.4102557375848485,0.011525304768968991,-1,0.023050609537937982
TGFB2,----+---,0.006246255,0.2860977930694742,0.03519348149688386,-1,0.07038696299376772
ADPGK,--------,0.021648408,0.3200174909696232,0.05853469600348512,-1,0.11706939200697024
HN1L,+-++++++,0.003455337,0.5819498224184093,0.0029357991444313785,-1,0.005871598288862757
ARRDC2,+-++++--,4.37921e-4,0.0030170819626725875,0.49277480274335017,1,0.006034163925345175
MAF,------++,0.001806367,0.40891935710470617,5.921143305883927e-4,-1,0.0011842286611767855
SLC25A19,+--+--+-,1.74906e-4,0.04780050910089717,0.07133855697190516,1,0.09560101820179434
PARP10,-++++-++,0.003535674,0.028811082723171788,0.16839776425766684,1,0.057622165446343576
CC2D1B,---++---,7.88951e-4,0.08183793395906382,0.08212830283422225,1,0.16367586791812763
CLCN3,----+--+,8.88109e-4,0.1718021056797781,0.0028841862254735066,-1,0.005768372450947013
SCAMP5,++++-++-,0.012569288,1.3054173978995634e-4,0.9452417633536031,1,2.610834795799127e-4
SYNPO2,--+-+---,0.001738483,0.007092688543210396,0.043287366723931506,1,0.014185377086420791
ITFG1,++-----+,5.853e-4,0.32407087596130024,0.0016421961605671241,-1,0.0032843923211342482
LSM5,----+++-,0.001827154,0.9983543560702823,2.0573373545408738e-5,-1,4.1146747090817476e-5
C22orf28,-------+,0.005040824,0.3260841491153708,0.012432519135059621,-1,0.024865038270119242
SPATA7,--------,0.008607116,0.17464498600254375,0.10553256227461924,-1,0.21106512454923848
ZNF564,+++++-++,1.26124e-4,0.002502008119448287,0.7645311355834639,1,0.005004016238896574
PHF12,++++++--,0.002404026,0.003763097519034288,0.6011964797948981,1,0.007526195038068576
FGFR2,--+-+---,0.006594195,0.05230402144061481,0.10337899368069745,1,0.10460804288122962
PPP3CC,-+------,0.008598502,0.01779079570177907,0.2635384595518031,1,0.03558159140355814
