gene_symbol,female_ACC.1_female_ACC.2_female_AMY_female_DLPFC_male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
AGA,--------,2.84925e-4,0.999996903932435,3.2067446524268018e-9,-1,6.4134893048536036e-9
NDST2,+---+---,1.25281e-4,0.9852443033675089,2.162259271539466e-8,-1,4.324518543078932e-8
NSDHL,--------,2.56835e-4,0.9999832443366027,2.4433945739288905e-7,-1,4.886789147857781e-7
MRPS12,----+---,8.02e-5,0.9997827041202699,3.1491852818309234e-7,-1,6.298370563661847e-7
SLCO1A2,----++-+,3.41573e-4,0.3955438962835317,3.8277187825076264e-7,-1,7.655437565015253e-7
ATG7,--------,1.17509e-4,0.999999941313585,3.923095855923302e-7,-1,7.846191711846604e-7
PM20D2,++-+++++,3.32678e-4,4.006903626519056e-7,0.9995458606693007,1,8.013807253038112e-7
LRP8,--------,0.002573783,0.9999990573249598,4.7444027477022505e-7,-1,9.488805495404501e-7
SYNGR1,--------,0.0049147,0.9999999644605836,6.037370460390295e-7,-1,1.207474092078059e-6
CRH,+-------,0.001538858,0.9999677567579849,6.95733239924525e-7,-1,1.39146647984905e-6
C1orf115,++++--++,1.26498e-4,1.1755678315279447e-6,0.9120703850669617,1,2.3511356630558895e-6
TROVE2,--++++++,3.95693e-4,1.612382693772786e-6,0.9750974599515548,1,3.224765387545572e-6
GALNTL2,--++++-+,2.81e-5,1.948230404891337e-6,0.9784948011288951,1,3.896460809782674e-6
LRRFIP1,+++++++-,0.001119382,2.1390105239421924e-6,0.9403732385144941,1,4.278021047884385e-6
CALN1,++++++++,0.006168633,2.426168897647342e-6,0.9999998344436515,1,4.852337795294684e-6
NRF1,---+----,0.004883989,0.9696307501747147,2.622401191245771e-6,-1,5.244802382491542e-6
FBXO38,-+------,0.001160674,0.9989748514318069,2.729942293243591e-6,-1,5.459884586487182e-6
COL6A1,++++-++-,0.002037172,2.7638742287264138e-6,0.9910111096714475,1,5.5277484574528276e-6
DGCR2,++++-+++,6.76404e-4,3.0933652742324236e-6,0.997208320558598,1,6.186730548464847e-6
VGF,--------,0.004039232,0.9999975815251457,3.333027364646258e-6,-1,6.666054729292516e-6
BIN1,--++++++,2.08146e-4,5.0186164863077436e-6,0.7436136304893644,1,1.0037232972615487e-5
RHEB,------+-,9.05e-5,0.9958856287016095,5.341382890994915e-6,-1,1.068276578198983e-5
PLXNA2,++------,5.01217e-4,0.9087209082970699,5.57733915186139e-6,-1,1.115467830372278e-5
PCSK1,--------,0.004344663,0.9999911527612758,5.721268880877908e-6,-1,1.1442537761755815e-5
SET,-------+,9.95131e-4,0.9999017357651594,6.5300810277820285e-6,-1,1.3060162055564057e-5
EXOC7,++++--++,7.08895e-4,6.863935839555016e-6,0.8592652716134338,1,1.3727871679110033e-5
GGNBP2,+++++--+,0.001093165,7.094295496905693e-6,0.9478445550406597,1,1.4188590993811386e-5
FBXO32,-+++++-+,1.6339e-4,7.34855895996816e-6,0.7181211195634418,1,1.469711791993632e-5
NEUROD6,-----+--,2.46816e-4,0.7308848719033069,7.525595034027625e-6,-1,1.505119006805525e-5
ZFP106,++++-+-+,3.28e-6,8.474121892902077e-6,0.9012314316516875,1,1.6948243785804153e-5
FBXO9,-----+-+,9.29213e-4,0.6235866318320564,8.538554481329778e-6,-1,1.7077108962659556e-5
SH3PXD2A,--++++-+,5.74625e-4,8.634077473612653e-6,0.693096066698009,1,1.7268154947225306e-5
MPP3,++-+++++,6.30618e-4,9.337742830740777e-6,0.9999664712402307,1,1.8675485661481554e-5
RPAP1,+++++---,0.001111704,1.1873247679887863e-5,0.9834315641211205,1,2.3746495359775727e-5
NGEF,-+------,0.001766479,0.9534364301084314,1.2351204764634558e-5,-1,2.4702409529269117e-5
SEL1L,+-------,6.01311e-4,0.9945381717745487,1.2447855222458999e-5,-1,2.4895710444917998e-5
PDCD7,+++++-++,5.95506e-4,1.4324017901846491e-5,0.9974230827180983,1,2.8648035803692982e-5
LINGO2,++++---+,1.42322e-4,1.5140875349159618e-5,0.6882580037674058,1,3.0281750698319236e-5
SLC13A3,+++++++-,0.004557491,1.625261537700319e-5,0.980241491088094,1,3.250523075400638e-5
P4HA1,+------+,7.94288e-4,0.4273418849997083,1.6312530532371238e-5,-1,3.2625061064742476e-5
PCDH9,-+++++++,0.004988764,1.6500803385597988e-5,0.9977780568881651,1,3.3001606771195976e-5
RIOK3,-+++++++,5.96536e-4,1.8535878525224757e-5,0.8426994569950493,1,3.7071757050449515e-5
SLC25A42,++------,9.60861e-4,0.5786930074441813,1.8934538505548433e-5,-1,3.786907701109687e-5
MAN1A1,-------+,9.38764e-4,0.9927431057051657,1.904379930911622e-5,-1,3.808759861823244e-5
FAM115A,+++++-++,0.002346629,1.9256788598784472e-5,0.998330355591215,1,3.8513577197568945e-5
ELOVL5,------+-,0.00106573,0.9715229613990422,2.0413235762805575e-5,-1,4.082647152561115e-5
PLA2G5,--------,8.33895e-4,0.9999871556250478,2.339244205271674e-5,-1,4.678488410543348e-5
STAMBPL1,--------,0.001905805,0.9995141966451999,2.4236634074921542e-5,-1,4.8473268149843084e-5
PGAP1,----+-+-,0.001316292,0.9063734161001477,2.9477582437046745e-5,-1,5.895516487409349e-5
NPTX2,--------,0.017181461,0.9999992785862437,3.0658300463191725e-5,-1,6.131660092638345e-5
AAK1,-+-+----,0.001023596,0.4135955943432181,3.066121916039405e-5,-1,6.13224383207881e-5
SCO1,-------+,3.4073e-4,0.9704968730161477,3.114204987005877e-5,-1,6.228409974011753e-5
ALMS1,++++++++,0.007134457,3.180175152810752e-5,0.9999863421176965,1,6.360350305621505e-5
MRPS6,------++,1.16199e-4,0.9747966273135629,3.4279720078821353e-5,-1,6.855944015764271e-5
APTX,------+-,0.001219476,0.9995425641329684,3.4894436978934925e-5,-1,6.978887395786985e-5
VAMP7,-------+,0.006344195,0.8755417345316956,3.5238414481181355e-5,-1,7.047682896236271e-5
ZNF394,++++-+-+,8.10112e-4,3.5391853427791795e-5,0.9085596181563098,1,7.078370685558359e-5
AKR1A1,----+-++,0.005248127,0.951922482393774,3.580934814686621e-5,-1,7.161869629373242e-5
CTDSP2,+-+++++-,9.41948e-4,3.586525808862182e-5,0.7059293027606108,1,7.173051617724364e-5
CORT,------+-,0.001221536,0.9964779116284733,3.664462815027659e-5,-1,7.328925630055318e-5
COX8A,-+----+-,4.8661e-4,0.8823394909212121,3.928869740715089e-5,-1,7.857739481430178e-5
PIAS1,++++++++,0.020192228,4.1835197437888956e-5,0.9999843465270803,1,8.367039487577791e-5
CKS2,----+-+-,0.001113015,0.8835003993032179,4.3234723594633986e-5,-1,8.646944718926797e-5
ATPIF1,++++--++,7.26311e-4,4.331133576077458e-5,0.717014489079211,1,8.662267152154915e-5
CPEB4,+-++++++,0.005901966,4.444944829767568e-5,0.9937279015751276,1,8.889889659535136e-5
DPY19L1,----+---,0.002539513,0.9722735623440808,4.806853056764163e-5,-1,9.613706113528326e-5
CLCN4,------+-,0.001162734,0.999590837503304,5.123670146191009e-5,-1,1.0247340292382018e-4
ASH2L,-+------,4.97659e-4,0.9827564984585841,5.196484585352298e-5,-1,1.0392969170704596e-4
NR2F1,++++++++,0.004436142,5.2285491081544236e-5,0.9999602455417048,1,1.0457098216308847e-4
U2AF1L4,------+-,0.004311049,0.9958060722846505,5.273988188344645e-5,-1,1.054797637668929e-4
GRB10,-+------,0.011806554,0.9997603623558311,5.316012915942678e-5,-1,1.0632025831885356e-4
LIX1L,----+---,0.007870787,0.999733177914531,5.525658758367296e-5,-1,1.1051317516734592e-4
ZMYM6,------++,3.34551e-4,0.9662197069416444,5.5933489795423805e-5,-1,1.1186697959084761e-4
BAT1,+-++++++,0.004015262,5.596441912468116e-5,0.9731063164167764,1,1.1192883824936231e-4
VSTM2L,++++----,1.43539e-4,5.72214079598509e-5,0.044890548705466396,1,1.144428159197018e-4
CAMK1G,+-------,0.003465169,0.9416110858843612,5.723458719849887e-5,-1,1.1446917439699774e-4
C2orf47,-+------,3.17135e-4,0.9910300717755697,5.885862414231123e-5,-1,1.1771724828462246e-4
NFX1,-+++++--,3.34363e-4,5.956200569461066e-5,0.7289086583896077,1,1.1912401138922132e-4
NOV,-+--+--+,0.001721067,0.8991403143529813,5.968916186944826e-5,-1,1.1937832373889652e-4
FAM69B,-++-+-+-,2.81e-7,0.503894622343444,5.976802764299484e-5,-1,1.1953605528598968e-4
LOC728153,+-++++++,8.36891e-4,6.083014137118427e-5,0.9824175854991011,1,1.2166028274236854e-4
ARHGEF10L,++++-+++,0.011266292,6.140019507509372e-5,0.9998745288843575,1,1.2280039015018744e-4
NOL3,--------,0.004336049,0.9999979670237836,6.188008530056241e-5,-1,1.2376017060112483e-4
EXOC6,-+----+-,0.002013764,0.6684975857702556,6.286109777311403e-5,-1,1.2572219554622807e-4
MLL,++++--+-,0.001785206,6.497499878156817e-5,0.8375025281990465,1,1.2994999756313634e-4
NUDCD3,++++--++,0.003626404,6.547136455237692e-5,0.5874323671919209,1,1.3094272910475383e-4
SQLE,----+--+,5.82e-5,0.6323012686712707,7.048586839471838e-5,-1,1.4097173678943677e-4
PPAP2C,----++--,4.55243e-4,0.7535008086956778,7.111472248315793e-5,-1,0.00014222944496631587
RIPK1,++++-++-,0.00206236,7.124435639016629e-5,0.8708979900634207,1,1.4248871278033258e-4
SFT2D1,------+-,0.010585487,0.9990418144669295,7.372015750483538e-5,-1,1.4744031500967076e-4
FLJ45244,++++--++,1e-4,7.581026157796162e-5,0.8977429004073626,1,1.5162052315592325e-4
PIK3R1,++++++-+,0.028847191,8.103910498763261e-5,0.9586445685055084,1,1.6207820997526522e-4
LGI3,++++++--,0.001578652,8.136606540135198e-5,0.6357953807213437,1,1.6273213080270397e-4
TCF4,+-+++-++,0.004359551,8.279339195663545e-5,0.93038405394958,1,1.655867839132709e-4
FBXL18,---+--+-,0.00826264,0.9641184958959897,8.323277571646585e-5,-1,1.664655514329317e-4
C12orf57,-------+,0.00248427,0.9980967487747309,8.368733108666095e-5,-1,1.673746621733219e-4
PHF20,++++--++,0.00394073,8.573037973944946e-5,0.9398955196561791,1,1.7146075947889892e-4
PRKAG2,-----+--,0.004585674,0.7777825467642794,8.780364474903582e-5,-1,1.7560728949807163e-4
RBBP6,+++++++-,0.016409925,8.956831191633076e-5,0.9869800508465012,1,0.00017913662383266151
MACROD1,++++++++,0.006461049,8.996273436377373e-5,0.999774742806577,1,1.7992546872754747e-4
DNAJB12,+-+-----,0.006455243,0.8266211082782171,9.047862358376752e-5,-1,1.8095724716753504e-4
ATF4,--+-----,0.001943352,0.44182194914171474,9.08802666033812e-5,-1,1.817605332067624e-4
JPH3,++++-+-+,0.010283052,9.217536783672814e-5,0.9958052563767587,1,1.8435073567345627e-4
HMGCS1,-----+-+,0.001480243,0.8081125158142792,9.705046227016532e-5,-1,1.9410092454033063e-4
PPP6C,----+--+,0.005052903,0.9729504168262189,9.744682221699772e-5,-1,1.9489364443399544e-4
VEGFA,--+----+,0.001792509,0.9081952833392131,1.0495906350195426e-4,-1,2.0991812700390852e-4
RWDD2B,+--+---+,0.003980618,0.1406050926774476,1.0775573269698956e-4,-1,2.1551146539397912e-4
SLC39A8,----+---,0.007589607,0.9991940228961582,1.0908936325419624e-4,-1,2.1817872650839248e-4
NUDT1,--+-----,0.001228745,0.9954852981329577,1.0943924629017098e-4,-1,2.1887849258034195e-4
LBH,--------,0.058894569,0.9999984985354655,1.1192664949909642e-4,-1,2.2385329899819284e-4
MBP,+++-++-+,4.00562e-4,1.1299455891991146e-4,0.7506971446621606,1,2.2598911783982292e-4
SEZ6L2,-+------,9.17978e-4,0.9664787513850361,1.143011665716824e-4,-1,2.286023331433648e-4
OSBPL3,------+-,0.004191948,0.9605830290163313,1.1751377224999094e-4,-1,2.3502754449998187e-4
PRDM2,+-+-----,0.002031554,0.7892128748187982,1.1878857478826543e-4,-1,2.3757714957653087e-4
DHFRL1,+-++++++,3.63296e-4,1.2104708604006062e-4,0.9714981802183493,1,2.4209417208012125e-4
UGCG,+-+-+--+,1.49e-5,1.2157425128170576e-4,0.23433773180408526,1,2.431485025634115e-4
IPO8,+-++++++,0.011783708,1.268905906724009e-4,0.9868974804884123,1,2.537811813448018e-4
ACLY,--------,0.010828464,0.9999968044063984,1.2919850318017525e-4,-1,2.583970063603505e-4
COPS7A,-------+,0.014513577,0.9943088190085636,1.3110759105854736e-4,-1,2.6221518211709473e-4
QKI,--+-+-+-,0.001551404,0.4604722951518434,1.3166078908254824e-4,-1,2.633215781650965e-4
ZNF24,----+---,0.001666948,0.9071867920297816,1.332541810267994e-4,-1,2.665083620535988e-4
CHP,--------,0.023803745,0.9999985686787499,1.351181710791659e-4,-1,2.702363421583318e-4
TMEM116,------++,9.82678e-4,0.9057529787284645,1.366808267738098e-4,-1,2.733616535476196e-4
LRRC42,------+-,3.4588e-4,0.9990988310151174,1.3686376336599193e-4,-1,2.7372752673198385e-4
ATP2B2,-+------,0.006442228,0.970477160422414,1.385251333143493e-4,-1,2.770502666286986e-4
NAV2,+++++-+-,7.03745e-4,1.3890549583052376e-4,0.8945433423419431,1,2.778109916610475e-4
NDN,--------,0.010858052,0.9998596406943192,1.4177962498504213e-4,-1,2.8355924997008425e-4
KIAA0586,+-------,0.001547472,0.9960390520164564,1.4183321203683363e-4,-1,2.8366642407366726e-4
SST,-------+,3.35674e-4,0.9935653189357451,1.4206511959188666e-4,-1,2.841302391837733e-4
ANK3,--+++---,6.35e-5,0.08273590206404582,1.4368271071317962e-4,-1,2.8736542142635923e-4
TDRD3,+-++++++,3.85768e-4,1.4527618279289053e-4,0.991217400050264,1,2.9055236558578107e-4
NTRK3,++++--+-,0.003217697,1.4653241484019163e-4,0.4531931601064088,1,2.9306482968038326e-4
PPM1A,--+-++-+,0.00319279,0.10748641930846477,1.4882243697185617e-4,-1,2.9764487394371233e-4
EIF1B,-------+,0.005894476,0.9794400405422209,1.4928883229772843e-4,-1,2.9857766459545686e-4
FLJ42709,++----++,0.001928558,0.5698809840696915,1.4967598412926204e-4,-1,2.993519682585241e-4
CLCC1,+-+-++-+,0.002747566,1.5050800699259356e-4,0.4698629623912949,1,3.010160139851871e-4
TMEM93,-+------,0.006480056,0.9764551850306616,1.5202786956778014e-4,-1,3.040557391355603e-4
AGK,----+---,0.001906554,0.9755213106547985,1.5250555292274065e-4,-1,3.050111058454813e-4
CHD9,++++++++,0.020514981,1.5322229671845198e-4,0.9999972898490456,1,3.0644459343690396e-4
SP110,+-++++++,0.01335824,1.5545736670404713e-4,0.9906609602994193,1,3.1091473340809426e-4
PDSS1,--------,3.94e-5,0.9992275936383168,1.5686769150233e-4,-1,3.1373538300466e-4
ATP2B4,+++++-++,0.006337266,1.6097252928957487e-4,0.9978609090943219,1,3.2194505857914975e-4
TEF,+++++-++,0.004226779,1.613126825507807e-4,0.9939652041259794,1,3.226253651015614e-4
DLGAP4,++-+-++-,3.1161e-4,1.622921106846263e-4,0.1351318041169112,1,3.245842213692526e-4
TUBG1,-+----+-,4.30524e-4,0.9879548506806177,1.6232893116873193e-4,-1,3.2465786233746387e-4
UBIAD1,----+---,0.011190356,0.9758757217397239,1.6464633702814997e-4,-1,3.2929267405629994e-4
GGCX,+----+-+,0.002990824,0.9701125312800215,1.6544315556349758e-4,-1,3.3088631112699517e-4
PPM1D,--------,0.002243446,0.9998558017067496,1.6625063020407288e-4,-1,3.3250126040814575e-4
C21orf119,-+--+---,0.010212079,0.9404429293055353,1.6657058331289565e-4,-1,3.331411666257913e-4
ZNF395,-+++-+++,2.12828e-4,1.6813865389218066e-4,0.9972636748206912,1,3.362773077843613e-4
LRRCC1,--+-++--,1.98221e-4,1.720396365522116e-4,0.7552754584590934,1,3.440792731044232e-4
HLA-DPA1,-----+--,0.0069072100000000004,0.9977751149765264,1.7532695786671117e-4,-1,3.5065391573342234e-4
FASN,----+-+-,0.001567416,0.9732036441505082,1.7532935871246482e-4,-1,3.5065871742492963e-4
CGRRF1,-------+,5.48596e-4,0.6585223760737413,1.7750193598260083e-4,-1,3.5500387196520165e-4
ATM,-+++++++,0.001474719,1.7780859788186788e-4,0.9878701500200572,1,3.5561719576373575e-4
STAM2,--------,0.008732772,0.9999927479725144,1.788419714048845e-4,-1,3.57683942809769e-4
ZNF17,+-------,0.005122659,0.9979473724205249,1.8372716504185763e-4,-1,3.6745433008371527e-4
PPIA,++------,0.00128221,0.9429463937905226,1.8703385234663148e-4,-1,3.7406770469326295e-4
FIGNL1,----+--+,0.005381929,0.929105177404326,1.933101535055277e-4,-1,3.866203070110554e-4
LOC388789,-------+,0.011373689,0.994768535039013,1.9396410388308492e-4,-1,3.8792820776616983e-4
TPMT,++++-+-+,2.40824e-4,1.9629417487148157e-4,0.9410891675602958,1,3.9258834974296314e-4
TFG,----+--+,0.00394176,0.9153050395368924,1.9686516910466048e-4,-1,3.9373033820932097e-4
SFI1,++++-+-+,0.001932397,1.9785809102880925e-4,0.9288006629367961,1,3.957161820576185e-4
FLJ20021,-+-----+,4.47e-5,0.9488447404814588,2.0136388482129062e-4,-1,4.0272776964258124e-4
TRAF5,+++++-+-,0.008789045,2.0236195920476113e-4,0.9438188233179867,1,4.0472391840952227e-4
DDX58,+-+-+++-,9.5e-5,0.2590122924064544,2.0365982188916542e-4,-1,4.0731964377833084e-4
CALCOCO1,+-+++++-,0.002503558,2.064662123979893e-4,0.9900500312088865,1,4.129324247959786e-4
KIAA0182,+-+-+---,0.001742509,0.6491894843050159,2.0759119172002261e-4,-1,4.1518238344004523e-4
RAPGEF3,-+++-+-+,0.00120927,2.0844851851752882e-4,0.9456609424342082,1,4.1689703703505764e-4
MYH11,++++++++,0.011580524,2.1751865853056996e-4,0.9999964824701387,1,4.350373170611399e-4
MIF,-+----+-,0.002037547,0.885285817931351,2.198951926551452e-4,-1,4.397903853102904e-4
KTN1,--++++++,0.009738296,2.2156428067006826e-4,0.9882124749232978,1,4.431285613401365e-4
STAT5B,++++-+-+,0.001571536,2.2525407628583936e-4,0.841712184866944,1,4.505081525716787e-4
KIF13B,--+-++++,5.17884e-4,2.2844343109372977e-4,0.6665110424463001,1,4.5688686218745955e-4
CMPK1,+++-++++,0.004968258,2.2944702439091252e-4,0.8893934507723943,1,4.5889404878182504e-4
MAGI1,++------,0.002126404,0.5947424655751473,2.3028398493450658e-4,-1,4.6056796986901317e-4
CA12,++++++++,0.003140449,2.329926328455895e-4,0.9998814769588745,1,4.65985265691179e-4
PLEKHA3,++------,0.005868446,0.9711413776721429,2.343155543300912e-4,-1,4.686311086601824e-4
MAST2,--------,0.021258989,0.9999550818185219,2.350042135622522e-4,-1,4.700084271245044e-4
SUZ12,++++-+++,0.00749897,2.3628865535173956e-4,0.9994921455232224,1,4.725773107034791e-4
C9orf142,+++--++-,8.37079e-4,2.3793002066119397e-4,0.6809217391519727,1,4.7586004132238794e-4
ETS2,+-------,0.029133146,0.9987749491998464,2.4096012894480427e-4,-1,4.8192025788960853e-4
KCNIP2,-+----+-,7.48034e-4,0.9357979024595204,2.4096402875876732e-4,-1,4.8192805751753464e-4
CHCHD1,-+----+-,0.005442135,0.938810032779112,2.4267496951709618e-4,-1,4.8534993903419235e-4
GALNT10,--++++++,2.24251e-4,2.436996503665745e-4,0.7056243372453173,1,4.87399300733149e-4
UBE2E3,-+-----+,0.001145225,0.8834308426107245,2.465435621185385e-4,-1,4.93087124237077e-4
MANEAL,----+--+,6.5103e-4,0.9774411675472133,2.47271239983777e-4,-1,4.94542479967554e-4
TNPO2,++-++++-,6.41854e-4,2.517287861150242e-4,0.9016990805003773,1,5.034575722300484e-4
ARG2,+-----+-,0.005827528,0.9959067089307602,2.5490111033286386e-4,-1,5.098022206657277e-4
SEC62,++++-+++,0.003736704,2.679655984942857e-4,0.9573327007081127,1,5.359311969885714e-4
HCCS,--------,4.88296e-4,0.9990534796915704,2.696631570987972e-4,-1,5.393263141975944e-4
DHX8,++----+-,0.004608146,0.7993119958062209,2.72261572984099e-4,-1,5.44523145968198e-4
HPRT1,--------,0.007551592,0.999890608628425,2.724373371363222e-4,-1,5.448746742726444e-4
SMAD5,--++++++,0.003325843,2.738623307507742e-4,0.4702610872299511,1,5.477246615015484e-4
SCN2B,++-+++++,0.009017416,2.743661289703313e-4,0.9988001094084801,1,5.487322579406626e-4
C9orf64,++-+++-+,1.20693e-4,2.7870536961612647e-4,0.9779701503298421,1,5.574107392322529e-4
PSMB4,-+------,0.019083052,0.987526751192865,2.796291088662088e-4,-1,5.592582177324176e-4
DCLK2,++++-++-,0.005021348,2.9056739726787234e-4,0.6673873465122663,1,5.811347945357447e-4
NME5,------++,2.82022e-4,0.6616658628051006,2.9124238647710356e-4,-1,5.824847729542071e-4
PSMD6,------+-,0.006529494,0.9989764541581274,2.922171910684554e-4,-1,5.844343821369108e-4
GALNT13,+++-++++,0.004911423,2.936770372650374e-4,0.6412672467618156,1,5.873540745300748e-4
PSMA3,--------,0.019225562,0.9999849961947728,2.949604036114097e-4,-1,5.899208072228194e-4
WNK1,+-++++++,7.78652e-4,2.9663572464530595e-4,0.8413522586302891,1,5.932714492906119e-4
SNRPD2,++----+-,0.002727528,0.8183094819706445,2.975108940659939e-4,-1,5.950217881319878e-4
CPSF6,+-+----+,0.005782022,0.8670814101441571,2.983912221942811e-4,-1,5.967824443885622e-4
KCTD1,-+------,0.003428933,0.9684319572056638,2.992862319768624e-4,-1,5.985724639537248e-4
PIGH,-------+,0.002240824,0.8023491856157978,3.035507473798064e-4,-1,6.071014947596128e-4
SLC38A1,-----+-+,0.006281367,0.6639861968917536,3.0419980102664823e-4,-1,6.083996020532965e-4
ACOT7,-+------,1.70599e-4,0.9667406643108385,3.0545259394972865e-4,-1,6.109051878994573e-4
TPP2,--------,0.008191011,0.9999561111917452,3.0828710763311485e-4,-1,6.165742152662297e-4
RQCD1,-----+++,6.95412e-4,0.27895661487196843,3.0968525797166565e-4,-1,6.193705159433313e-4
SBNO2,--+----+,0.005802809,0.9933273772142821,3.115096100330729e-4,-1,6.230192200661458e-4
GEMIN6,++------,0.002617041,0.9984138887029792,3.121307227914176e-4,-1,6.242614455828351e-4
CTSB,+++++-++,0.010516479,3.1477366207135414e-4,0.982637213374449,1,6.295473241427083e-4
HECTD2,-+------,0.001753933,0.9985468396716904,3.1610607912609746e-4,-1,6.322121582521949e-4
FGL2,------++,6.13202e-4,0.9752761518820695,3.21205094580486e-4,-1,6.42410189160972e-4
SLC2A4RG,+++++-++,0.010668071,3.2355342003916726e-4,0.9507164065803481,1,6.471068400783345e-4
SARM1,+++++---,2.78558e-4,3.261133590361984e-4,0.5850923820488496,1,6.522267180723968e-4
BAT5,-+----+-,0.00225412,0.9895956135421826,3.266277649495917e-4,-1,6.532555298991834e-4
NME7,-+-----+,0.00105927,0.9823208019647378,3.304454083797295e-4,-1,6.60890816759459e-4
NAP1L1,++++++-+,0.02640412,3.3320212400074034e-4,0.9970979520657125,1,6.664042480014807e-4
TMEM126B,--------,0.003693633,0.9997251235581787,3.353777899329692e-4,-1,6.707555798659385e-4
CUTA,-+--+-+-,0.001009457,0.9579102669208859,3.355292840150035e-4,-1,6.71058568030007e-4
LXN,--------,0.025290824,0.9999936491321965,3.3576104695264724e-4,-1,6.715220939052945e-4
HPS5,+-+-+-++,0.002587828,3.427491074427455e-4,0.4299742944164111,1,6.85498214885491e-4
UAP1,-------+,0.001029682,0.8744607769080117,3.4443693921952544e-4,-1,6.888738784390509e-4
GGA2,+++++++-,0.002443727,3.452477996379105e-4,0.9125486532957894,1,6.90495599275821e-4
EMG1,-++-----,0.001649438,0.9520642669476997,3.471407181929594e-4,-1,6.942814363859188e-4
C5orf28,-----+--,0.009473127,0.9989379634427363,3.4965062863127254e-4,-1,6.993012572625451e-4
AKAP1,-+-++-++,0.00479897,3.503387517843698e-4,0.507815644455372,1,7.006775035687396e-4
UQCC,-------+,0.001220037,0.9641386599173488,3.5128820378532873e-4,-1,7.025764075706575e-4
FBXW9,--------,0.011964232,0.9999230514110017,3.5349841847578776e-4,-1,7.069968369515755e-4
HOPX,-+-----+,2.67e-5,0.7882436790733579,3.565452762379612e-4,-1,7.130905524759224e-4
SLC9A1,++-+-+--,0.002194476,3.593690642429904e-4,0.16418620730058578,1,7.187381284859808e-4
SH3GLB1,----+--+,6.76217e-4,0.7297323384039891,3.6220199319099774e-4,-1,7.244039863819955e-4
C10orf4,-+-+---+,8.73034e-4,0.8239701254195358,3.6834622628376394e-4,-1,7.366924525675279e-4
MUM1L1,-----+-+,0.007595225,0.8645470329653508,3.6889899211259736e-4,-1,7.377979842251947e-4
ANAPC13,--------,0.001096161,0.999544228055341,3.717618447144907e-4,-1,7.435236894289814e-4
IDI1,-------+,0.001010112,0.997213767491503,3.7342800147611397e-4,-1,7.468560029522279e-4
KIAA1279,------++,0.002844757,0.7359981363822925,3.7526449659152175e-4,-1,7.505289931830435e-4
MIAT,+-++++-+,0.008277154,3.7557205832149945e-4,0.7992101286502814,1,7.511441166429989e-4
PPP2R4,---++---,0.001410019,0.9984029605771308,3.7782509805258383e-4,-1,7.556501961051677e-4
AKT1,+++++++-,0.007920037,3.7808059234496603e-4,0.9546856227066937,1,7.561611846899321e-4
ZWILCH,-------+,0.021340918,0.9872074833172875,3.79793448832365e-4,-1,7.5958689766473e-4
NCAPH2,-+++----,7.81e-5,0.754771999614984,3.844495280166091e-4,-1,7.688990560332182e-4
PTGES2,-+--+---,0.007735019,0.9956162503108102,3.853791677930739e-4,-1,7.707583355861478e-4
COX5A,++----+-,1.04682e-4,0.9624585895919563,3.86445894378575e-4,-1,7.7289178875715e-4
SYT7,------+-,0.010600375,0.9991958202647087,3.888685870556952e-4,-1,7.777371741113904e-4
NRXN1,++-+-+-+,6.23315e-4,3.9035652235743933e-4,0.7733025285432156,1,7.807130447148787e-4
C1orf31,----+--+,0.005277809,0.8306740547137313,3.909666973367858e-4,-1,7.819333946735716e-4
NUB1,+++++-++,0.001718258,3.9558114136177287e-4,0.5116486474380517,1,7.911622827235457e-4
NDUFB2,------+-,0.021807116,0.9997961231070495,3.967891767266506e-4,-1,7.935783534533012e-4
FTCD,++++---+,0.005770599,3.9714805190316547e-4,0.38538900603204135,1,7.942961038063309e-4
PKN1,+-++++++,0.00640412,3.9844021080819866e-4,0.9935875257657296,1,7.968804216163973e-4
BCAP29,-++-----,0.004740262,0.4257561160799126,4.0661139933497196e-4,-1,8.132227986699439e-4
BBS9,--+++-++,5.57584e-4,4.1235796854036805e-4,0.33294934556772726,1,8.247159370807361e-4
AGPS,+----+-+,5.44e-5,0.6143757793942486,4.135480862200521e-4,-1,8.270961724401042e-4
PA2G4,+-++++++,0.017897846,4.195635100112267e-4,0.9955795035116356,1,8.391270200224534e-4
ProSAPiP1,++++--+-,0.002179213,0.00042157177710040207,0.5374839380622314,1,8.431435542008041e-4
KCNIP3,---+--+-,0.012039419,0.7558143397877162,4.2209647165812543e-4,-1,8.441929433162509e-4
BXDC5,------+-,0.015132865,0.9978341460205364,4.221798772570157e-4,-1,8.443597545140314e-4
CXorf26,-+-----+,3.00468e-4,0.9393558931610346,4.248241952403613e-4,-1,8.496483904807226e-4
IL11RA,+++++-++,0.024401873,4.252164411641785e-4,0.9991145431951917,1,8.50432882328357e-4
CREBZF,-++-++++,0.006620787,4.26765197621451e-4,0.3865318397820291,1,8.53530395242902e-4
MICAL2,---+----,0.002482678,0.9557046197688096,4.337705278639979e-4,-1,8.675410557279958e-4
ZNF207,--+-----,0.005042884,0.9998484478696623,4.3490368890188713e-4,-1,8.698073778037743e-4
METTL9,-+++-+++,0.019618914,4.349202141433075e-4,0.9827085418092375,1,8.69840428286615e-4
