gene_symbol,male_ACC.1_male_ACC.2_male_AMY_male_DLPFC,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
ZDHHC8,----,0.084252622,0.9981058728396747,0.01876965801548234,-1,0.03753931603096468
DBT,++-+,0.014881367,0.01880428943661308,0.9033278228490157,1,0.03760857887322616
C7orf30,---+,0.00419279,0.4139993559713318,0.01883226442560323,-1,0.03766452885120646
PHF1,--+-,0.008484457,0.5522373876010225,0.018836238999287075,-1,0.03767247799857415
TMTC4,++-+,0.020771723,0.018843333647125128,0.858952146300697,1,0.037686667294250256
CMTM7,++++,0.105355243,0.018856200817589888,0.998394076668129,1,0.037712401635179776
TF,++-+,0.021078464,0.018864249623421078,0.8750052563005657,1,0.037728499246842157
ESPNL,-+++,0.008592135,0.018869379485197943,0.5961151920715563,1,0.037738758970395886
LUC7L,--+-,0.018055899,0.5933501463662418,0.018881960162769187,-1,0.037763920325538373
TCF7L2,-+++,0.018394382,0.01888762769505738,0.9644718320846343,1,0.03777525539011476
FHL1,-+++,0.013264419,0.018891754336199267,0.8432000934497534,1,0.03778350867239853
HSPA9,+-++,0.025521723,0.01890230146798087,0.7540271418437647,1,0.03780460293596174
ZC3H7A,-+++,0.007737079,0.01896570554111992,0.8648704103494385,1,0.03793141108223984
GPR172A,-++-,0.001674532,0.018971885683507588,0.05754988277846666,1,0.037943771367015176
OCIAD1,++-+,0.027359925,0.018975604347829838,0.8384184572501324,1,0.037951208695659676
SMARCD1,+-+-,0.003095131,0.732212780339631,0.018979016079121662,-1,0.037958032158243324
ZNF44,+++-,0.066950562,0.01898910322803406,0.7478536527988642,1,0.03797820645606812
YWHAH,+-++,0.050230618,0.019068571322162636,0.9561172496796644,1,0.03813714264432527
TBL3,--+-,0.026291854,0.9404472114196808,0.019082574513289936,-1,0.03816514902657987
MYO19,----,0.04751339,0.9927161835070307,0.019086877380102344,-1,0.03817375476020469
KRCC1,++-+,0.056398315,0.019129097132428653,0.9248193202518757,1,0.038258194264857305
SNX4,++-+,0.013887828,0.019145329030490887,0.8083543338301546,1,0.03829065806098177
SLAIN1,++-+,0.048894007,0.019164047776937386,0.8740254209043475,1,0.03832809555387477
FAM123A,+---,0.007237734,0.6830100795729472,0.01918704287909981,-1,0.03837408575819962
ZDHHC5,----,0.064776592,0.9964124166732398,0.019243639926448425,-1,0.03848727985289685
SLC30A3,-+--,0.00596573,0.4175869298178522,0.019255991546163885,-1,0.03851198309232777
F12,+---,0.01123764,0.9627114621722245,0.01928981409846211,-1,0.03857962819692422
FXR2,--+-,0.050863483,0.7925913730658831,0.01929349170877581,-1,0.03858698341755162
ME2,++++,0.0551,0.019298284117097827,0.9902485266703885,1,0.038596568234195654
GRHPR,+-++,0.013767041,0.019299677142919105,0.9394539158969423,1,0.03859935428583821
IKZF5,++++,0.030311049,0.01930296783571281,0.9940308870329164,1,0.03860593567142562
RNASEL,-+++,0.052870506,0.01933092791064307,0.8831999431541184,1,0.03866185582128614
H3F3B,++-+,0.05616133,0.01933930270355595,0.964432637536943,1,0.0386786054071119
CNNM3,+-++,0.074300468,0.01934139755951348,0.9738351387165914,1,0.03868279511902696
ZNF581,--+-,0.006924345,0.9349774463371499,0.01936107606686141,-1,0.03872215213372282
HNRNPC,++-+,0.046982022,0.01936127682780479,0.8610384864301367,1,0.03872255365560958
MITF,+-+-,0.002081648,0.3567135837676765,0.01936156951773588,-1,0.03872313903547176
NDUFS4,+-++,0.053380618,0.019367721200704808,0.9783795395125645,1,0.038735442401409616
SESN1,----,0.064277809,0.9977577982526632,0.019369724143130974,-1,0.03873944828626195
CLEC11A,----,0.136747097,0.9984527781457024,0.01937715862453882,-1,0.03875431724907764
ALDOC,--++,0.001436423,0.7176897588733964,0.019388125070751525,-1,0.03877625014150305
MYSM1,-++-,0.010850843,0.019399751162481948,0.24138366708229342,1,0.038799502324963896
ZNF148,++-+,0.019700749,0.019419762780225384,0.799694783009214,1,0.03883952556045077
IRS2,--+-,0.004671348,0.8616989007041312,0.019439330388762596,-1,0.03887866077752519
FLNA,----,0.069580899,0.9979449266226603,0.01944794711058707,-1,0.03889589422117414
RNF126P1,+-+-,0.010090543,0.33317606141190464,0.01946459086034666,-1,0.03892918172069332
ZFYVE27,----,0.082950094,0.9936218024236367,0.019479639289634403,-1,0.038959278579268806
ALS2,++-+,0.010546816,0.019480264463074565,0.21295119290436024,1,0.03896052892614913
LAMB2,+-++,0.022883895,0.01952199015690386,0.6903021101366085,1,0.03904398031380772
KSR2,----,0.031336142,0.9931001044443255,0.01952692008578896,-1,0.03905384017157792
NUDT15,----,0.026513202,0.9926514519211809,0.01954242330842961,-1,0.03908484661685922
RBPJ,+---,0.002296255,0.7085828296811656,0.01955091160822129,-1,0.03910182321644258
STK19,+-++,0.026934644,0.019558910191557,0.9674141655561191,1,0.039117820383114
CLSTN2,++-+,0.014291854,0.019559276660753664,0.22703539051539795,1,0.03911855332150733
KCNAB1,++-+,0.004390356,0.019559915418178673,0.5352791541904088,1,0.039119830836357346
C3orf57,----,0.063775,0.9857897510989646,0.019572109823071823,-1,0.039144219646143646
CAST,++++,0.018750562,0.019576460980672554,0.9824486905423314,1,0.03915292196134511
SLC25A33,--+-,0.020194757,0.872114340394482,0.019581893694831026,-1,0.03916378738966205
CDC14B,-+--,0.030448502,0.7064974166253393,0.019607806739187775,-1,0.03921561347837555
XRCC6,--++,0.006881367,0.019630415792435393,0.6192766598263337,1,0.03926083158487079
PCYOX1,+-++,0.015410768,0.01964468304445311,0.9510945881059468,1,0.03928936608890622
MDM4,+++-,0.017960393,0.01964529845085586,0.27990785947701013,1,0.03929059690171172
PBX1,---+,0.002047846,0.07192482979235498,0.0196734454693785,-1,0.039346890938757
DHPS,---+,0.045798596,0.907261488012517,0.019695177676671234,-1,0.03939035535334247
RABL3,++-+,0.009028558,0.019701097176799263,0.7421524713302348,1,0.03940219435359853
YIF1B,+---,0.073944382,0.7276700034158367,0.019710287851448974,-1,0.03942057570289795
SETD8,----,0.104569195,0.99783039778418825,0.01973516253384126,-1,0.03947032506768252
RTN4,++-+,0.035086236,0.019739592149415956,0.9256129357690134,1,0.03947918429883191
TRIM17,+---,0.015276311,0.858273344483779,0.019768768558621263,-1,0.039537537117242526
CLTC,----,0.075947753,0.998089641667663,0.019793593997993963,-1,0.03958718799598793
CCDC43,---+,0.006521348,0.7309034597951753,0.019797025125857334,-1,0.03959405025171467
PGRMC2,-+-+,0.022091386,0.019797071986214592,0.7994090490120104,1,0.039594143972429184
ZBTB7B,----,0.085185768,0.9974695556054798,0.019807419748009918,-1,0.039614839496019835
SMC3,++-+,0.02275721,0.019814550627444295,0.9366496348349129,1,0.03962910125488859
ZMIZ1,----,0.124305431,0.998337569278555,0.019822862359363605,-1,0.03964572471872721
APPBP2,++-+,0.047270037,0.019832510646147664,0.9762986011187168,1,0.03966502129229533
CAPS2,----,0.072554682,0.9934612672748184,0.01985242859413197,-1,0.03970485718826394
SLC1A3,--+-,0.002692322,0.6747398627432095,0.019872558495089773,-1,0.039745116990179546
RAB14,++-+,0.011000281,0.01988034903821618,0.9494753515670015,1,0.03976069807643236
PPME1,----,0.150519382,0.9985599849085396,0.019949622052774955,-1,0.03989924410554991
TMEM66,++-+,0.026334925,0.019970550795212393,0.9259568041897255,1,0.039941101590424785
HECTD2,----,0.050780805,0.9959872290949207,0.02002012646751761,-1,0.04004025293503522
TMEM79,----,0.020434082,0.9824773685000949,0.020032673763141606,-1,0.04006534752628321
SAP30BP,-+-+,0.005932865,0.020077200375760915,0.6225496758271195,1,0.04015440075152183
DHX38,-+--,0.015858989,0.4358693747250604,0.020079016872901215,-1,0.04015803374580243
ARMC10,---+,7.38202e-4,0.02010111340474313,0.50147286516675,1,0.04020222680948626
DCTN1,----,0.085605899,0.9968408813758927,0.020105166764319088,-1,0.040210333528638176
RFPL1S,---+,0.008467322,0.8343262867648328,0.02011639698058067,-1,0.04023279396116134
PISD,--++,0.003322378,0.7309052929538309,0.020117183377502266,-1,0.04023436675500453
C12orf57,---+,0.012851217,0.895238596102611,0.020124372048669018,-1,0.040248744097338036
GAS2L1,--+-,0.008022566,0.18106633606483075,0.020132026428554804,-1,0.04026405285710961
LAMA2,-+--,0.073874438,0.6372492676884738,0.02014295632156417,-1,0.04028591264312834
RGS7,---+,0.015142697,0.2602666734409039,0.02016230664309555,-1,0.0403246132861911
CAT,++++,0.071398596,0.020182127434819588,0.9962915073766173,1,0.040364254869639175
ODF2,--+-,0.015980056,0.9657464669975626,0.020214349464466794,-1,0.04042869892893359
IVNS1ABP,++-+,0.010079963,0.020221968455659056,0.7558178539891736,1,0.04044393691131811
MAFF,---+,0.013957772,0.9555982511662435,0.02023857880054031,-1,0.04047715760108062
MAN2A1,++++,0.073605805,0.020253363304812724,0.9970441736660515,1,0.04050672660962545
RPL32P3,--+-,0.014845974,0.6027688615023696,0.0202812150829632,-1,0.0405624301659264
GPR123,----,0.126260206,0.9975730022028413,0.02028647336178181,-1,0.04057294672356362
ZNF268,-+++,0.002443352,0.020347919613858775,0.5337688893396209,1,0.04069583922771755
TET3,----,0.039150655,0.978811110786382,0.020387307199083115,-1,0.04077461439816623
IFT52,-+++,0.019636798,0.020418527820887197,0.9067142128289587,1,0.040837055641774395
MMP25,----,0.083056929,0.9946702388990496,0.020421329278188825,-1,0.04084265855637765
REXO1,--+-,0.049560487,0.9701767352645365,0.020466328260735297,-1,0.040932656521470594
SKI,--+-,0.035965637,0.9082722652642348,0.020499148663854227,-1,0.040998297327708454
SLC27A5,----,0.036706648,0.9878739551313047,0.02050389067215224,-1,0.04100778134430448
FHL2,----,0.068278184,0.9949213486344649,0.02052205931180687,-1,0.04104411862361374
DET1,---+,0.023555243,0.9319441421345136,0.02054451076189456,-1,0.04108902152378912
NOV,+--+,0.006010955,0.6091926197108827,0.020564265898046653,-1,0.041128531796093305
PABPC1,--++,0.010314607,0.0205648005240378,0.5690369825397114,1,0.0411296010480756
SARS2,--+-,0.01431264,0.9098071176599574,0.020577110511554843,-1,0.041154221023109686
ANKS1B,++++,0.074102434,0.020587443904900377,0.9958498166338364,1,0.041174887809800755
MRVI1,----,0.006362828,0.9512859755676292,0.020596464242857448,-1,0.041192928485714896
SYN2,---+,0.015875375,0.2647331257939806,0.02060262378357283,-1,0.04120524756714566
CREB3L1,+-+-,0.009763483,0.12351491219130055,0.020630682950659864,-1,0.04126136590131973
CCNYL1,----,0.112937453,0.9939196620759023,0.020701218209498915,-1,0.04140243641899783
PPM1F,----,0.13973015,0.9980130593712176,0.02070814606963444,-1,0.04141629213926888
CNBP,++-+,0.018094101,0.020751056246696865,0.85730001927207,1,0.04150211249339373
OTUD4,+-++,0.084179213,0.02075915450403305,0.9369905708049111,1,0.0415183090080661
POLK,++++,0.010083521,0.020774400077269238,0.9626826474240973,1,0.041548800154538476
SF1,++-+,0.026858427,0.020776647735876015,0.8333073395030521,1,0.04155329547175203
KATNAL1,----,0.031778371,0.9890817768807305,0.02080002822563112,-1,0.04160005645126224
SPON1,-+++,0.05689073,0.020814133385831792,0.9675219346266473,1,0.041628266771663584
