gene_symbol,Howard_pvalue,gene_name,RamakerDir,LabonteDir,DingDir,meta_meta_higher_in_MDD_pvalue,meta_meta_lower_in_MDD_pvalue,meta_direction,meta_p,minp,Corrected_p,Bonferroni_meta_p,Spearman_corr,Spearman_p
SPRY2,8.2557e-7,sprouty RTK signaling antagonist 2,--,----,--,0.9949181040820427,5.300809261452153e-4,-,0.00106,0.00653533,0.285,0.285,0.035,0.567
ANKS1B,1.5029e-6,ankyrin repeat and sterile alpha motif domain containing 1B,++,--++,++,0.0012425395617612239,0.8020869369944164,+,0.00249,0.008015543,0.668,0.668,0.035,0.567
PCNP,2.3346e-7,PEST proteolytic signal containing nuclear protein,++,++-+,-+,0.0027299491718105764,0.5544107288145742,+,0.00546,0.013082865,1.47,1,0.035,0.567
PSORS1C1,1.7445e-8,psoriasis susceptibility 1 candidate 1,--,Missing_P_Values,Filtered_Out,0.9971805687088799,0.002819431291120115,-,0.00564,0.00563886258224023,1.52,1,0.035,0.567
HIST1H2BO,9.6505e-8,NA,--,NA,Filtered_Out,0.9969637775786614,0.003036222421338625,-,0.00607,0.00607244484267725,1.63,1,0.035,0.567
UBE2M,8.888e-7,ubiquitin conjugating enzyme E2 M,--,-+++,-+,0.003068159694479836,0.36911239034289023,+,0.00614,0.001004996,1.65,1,0.035,0.567
SAMD5,1.2098e-8,sterile alpha motif domain containing 5,--,----,+-,0.9244929969415581,0.0035083352096440183,-,0.00702,0.001158159,1.89,1,0.035,0.567
KLC1,2.4595e-10,kinesin light chain 1,--,++--,++,0.004291309504348052,0.8649880537265822,+,0.00858,0.003812079,2.31,1,0.035,0.567
TRAF3,3.1737e-7,TNF receptor associated factor 3,-+,---+,--,0.996386482895129,0.006384979331685254,-,0.0128,0.01238427,3.44,1,0.035,0.567
ASXL3,2.0589e-6,ASXL transcriptional regulator 3,++,--++,++,0.006995081340164405,0.47190948172759556,+,0.014,0.008215908,3.76,1,0.035,0.567
ITPR3,1.551e-6,"inositol 1,4,5-trisphosphate receptor type 3",+-,++++,Filtered_Out,0.007647666012040493,0.6598742793066489,+,0.0153,0.00799503,4.11,1,0.035,0.567
TCF4,4.5521e-16,transcription factor 4,++,-+--,++,0.008028584050843316,0.749887232488242,+,0.0161,0.01977294,4.32,1,0.035,0.567
